edge_id,anchor_char,derived_char,added_component,anchor_role,added_component_role,phonophore_root,recursive_depth,family_id_root,family_id_immediate,edge_structure_pattern,layout,edge_status,edge_confidence,edge_dispute_flag,source_reference,anchor_in_population,anchor_char_raw,phonophore_root_raw,added_component_raw,edge_structure_pattern_raw,anchor_char_normalized,added_component_normalized,edge_structure_pattern_normalized,normalization_applied,normalization_map_id,normalization_rule_category,normalization_confidence,normalization_notes,phonophore_root_normalized,normalization_collapse_group,normalization_collapse_flag
EDGE-02876,甾,錙,釒,phonophore,structural_remainder_presumed_semantic,𡿧,2,ROOT-21FE7,IMM-753E,⿰釒甾,left-right,eligible_direct,high,False,CJKVI ids-analysis: 甾聲,True,甾,甾,釒,⿰釒甾,甾,釒,⿰釒甾,False,,,not_applicable,No accepted mapping applied.,𡿧,COLLAPSE-04276,False
EDGE-02877,甾,鯔,魚,phonophore,structural_remainder_presumed_semantic,𡿧,2,ROOT-21FE7,IMM-753E,⿰魚甾,left-right,eligible_direct,high,False,CJKVI ids-analysis: 甾聲,True,甾,甾,魚,⿰魚甾,甾,魚,⿰魚甾,False,,,not_applicable,No accepted mapping applied.,𡿧,COLLAPSE-04277,False
EDGE-02878,州,喌,吅,phonophore,structural_remainder_presumed_semantic,州,1,ROOT-5DDE,IMM-5DDE,⿱吅州,top-bottom,eligible_direct,high,False,CJKVI ids-analysis: 州聲,True,州,州,吅,⿱吅州,州,吅,⿱吅州,False,,,not_applicable,No accepted mapping applied.,州,COLLAPSE-02611,False
EDGE-02879,州,洲,氵,phonophore,structural_remainder_presumed_semantic,州,1,ROOT-5DDE,IMM-5DDE,⿰氵州,left-right,eligible_direct,high,False,CJKVI ids-analysis: 州聲,True,州,州,氵,⿰氵州,州,氵,⿰氵州,False,,,not_applicable,No accepted mapping applied.,州,COLLAPSE-02612,False
EDGE-02880,州,詶,言,phonophore,structural_remainder_presumed_semantic,州,1,ROOT-5DDE,IMM-5DDE,⿰言州,left-right,eligible_direct,high,False,CJKVI ids-analysis: 州聲,True,州,州,言,⿰言州,州,言,⿰言州,False,,,not_applicable,No accepted mapping applied.,州,COLLAPSE-02613,False
EDGE-02881,州,酬,酉,phonophore,structural_remainder_presumed_semantic,州,1,ROOT-5DDE,IMM-5DDE,⿰酉州,left-right,eligible_direct,high,False,CJKVI ids-analysis: 州聲,True,州,州,酉,⿰酉州,州,酉,⿰酉州,False,,,not_applicable,No accepted mapping applied.,州,COLLAPSE-02614,False
EDGE-02882,𡿺,惱,忄,phonophore,structural_remainder_presumed_semantic,𡿺,1,ROOT-21FFA,IMM-21FFA,⿰忄𡿺,left-right,missing_anchor_from_frozen_population,high,False,CJKVI ids-analysis: 𡿺聲,False,𡿺,𡿺,忄,⿰忄𡿺,𡿺,忄,⿰忄𡿺,False,,,not_applicable,No accepted mapping applied.,𡿺,COLLAPSE-06095,False
EDGE-02883,𡿺,瑙,王,phonophore,structural_remainder_presumed_semantic,𡿺,1,ROOT-21FFA,IMM-21FFA,⿰王𡿺,left-right,missing_anchor_from_frozen_population,high,False,CJKVI ids-analysis: 𡿺聲,False,𡿺,𡿺,王,⿰王𡿺,𡿺,王,⿰王𡿺,False,,,not_applicable,No accepted mapping applied.,𡿺,COLLAPSE-06096,False
EDGE-02884,巢,璅,王,phonophore,structural_remainder_presumed_semantic,巢,1,ROOT-5DE2,IMM-5DE2,⿰王巢,left-right,eligible_direct,high,False,CJKVI ids-analysis: 巢聲,True,巢,巢,王,⿰王巢,巢,王,⿰王巢,False,,,not_applicable,No accepted mapping applied.,巢,COLLAPSE-02633,False
EDGE-02885,巢,繅,糸,phonophore,structural_remainder_presumed_semantic,巢,1,ROOT-5DE2,IMM-5DE2,⿰糸巢,left-right,eligible_direct,high,False,CJKVI ids-analysis: 巢聲,True,巢,巢,糸,⿰糸巢,巢,糸,⿰糸巢,False,,,not_applicable,No accepted mapping applied.,巢,COLLAPSE-02634,False
EDGE-02886,巢,轈,車,phonophore,structural_remainder_presumed_semantic,巢,1,ROOT-5DE2,IMM-5DE2,⿰車巢,left-right,eligible_direct,high,False,CJKVI ids-analysis: 巢聲,True,巢,巢,車,⿰車巢,巢,車,⿰車巢,False,,,not_applicable,No accepted mapping applied.,巢,COLLAPSE-02635,False
EDGE-02887,巢,鄛,阝,phonophore,structural_remainder_presumed_semantic,巢,1,ROOT-5DE2,IMM-5DE2,⿰巢阝,left-right,eligible_direct,high,False,CJKVI ids-analysis: 巢聲,True,巢,巢,阝,⿰巢阝,巢,阝,⿰巢阝,False,,,not_applicable,No accepted mapping applied.,巢,COLLAPSE-02636,False
EDGE-02888,巤,儠,亻,phonophore,structural_remainder_presumed_semantic,巤,1,ROOT-5DE4,IMM-5DE4,⿰亻巤,left-right,missing_anchor_from_frozen_population,high,False,CJKVI ids-analysis: 巤聲,False,巤,巤,亻,⿰亻巤,巤,亻,⿰亻巤,False,,,not_applicable,No accepted mapping applied.,巤,COLLAPSE-02637,False
EDGE-02889,巤,擸,扌,phonophore,structural_remainder_presumed_semantic,巤,1,ROOT-5DE4,IMM-5DE4,⿰扌巤,left-right,missing_anchor_from_frozen_population,high,False,CJKVI ids-analysis: 巤聲,False,巤,巤,扌,⿰扌巤,巤,扌,⿰扌巤,False,,,not_applicable,No accepted mapping applied.,巤,COLLAPSE-02638,False
EDGE-02890,巤,獵,犭,phonophore,structural_remainder_presumed_semantic,巤,1,ROOT-5DE4,IMM-5DE4,⿰犭巤,left-right,missing_anchor_from_frozen_population,high,False,CJKVI ids-analysis: 巤聲,False,巤,巤,犭,⿰犭巤,巤,犭,⿰犭巤,False,,,not_applicable,No accepted mapping applied.,巤,COLLAPSE-02639,False
EDGE-02891,巤,臘,肉,phonophore,structural_remainder_presumed_semantic,巤,1,ROOT-5DE4,IMM-5DE4,⿰肉巤,left-right,missing_anchor_from_frozen_population,high,False,CJKVI ids-analysis: 巤聲,False,巤,巤,肉,⿰肉巤,巤,肉,⿰肉巤,False,,,not_applicable,No accepted mapping applied.,巤,COLLAPSE-02640,False
EDGE-02892,巤,蠟,虫,phonophore,structural_remainder_presumed_semantic,巤,1,ROOT-5DE4,IMM-5DE4,⿰虫巤,left-right,missing_anchor_from_frozen_population,high,False,CJKVI ids-analysis: 巤聲,False,巤,巤,虫,⿰虫巤,巤,虫,⿰虫巤,False,,,not_applicable,No accepted mapping applied.,巤,COLLAPSE-02641,False
EDGE-02893,昔,蜡,虫,phonophore,structural_remainder_presumed_semantic,昔,1,ROOT-6614,IMM-6614,⿰虫昔,left-right,eligible_direct,high,False,CJKVI ids-analysis: 昔聲,True,昔,昔,虫,⿰虫昔,昔,虫,⿰虫昔,False,,,not_applicable,No accepted mapping applied.,昔,COLLAPSE-03408,False
EDGE-02894,巤,邋,辶,phonophore,structural_remainder_presumed_semantic,巤,1,ROOT-5DE4,IMM-5DE4,⿺辶巤,surround-lower-left,missing_anchor_from_frozen_population,high,False,CJKVI ids-analysis: 巤聲,False,巤,巤,辶,⿺辶巤,巤,辶,⿺辶巤,False,,,not_applicable,No accepted mapping applied.,巤,COLLAPSE-02642,False
EDGE-02895,巤,鬣,髟,phonophore,structural_remainder_presumed_semantic,巤,1,ROOT-5DE4,IMM-5DE4,⿱髟巤,top-bottom,missing_anchor_from_frozen_population,high,False,CJKVI ids-analysis: 巤聲,False,巤,巤,髟,⿱髟巤,巤,髟,⿱髟巤,False,,,not_applicable,No accepted mapping applied.,巤,COLLAPSE-02643,False
EDGE-02896,工,仜,亻,phonophore,structural_remainder_presumed_semantic,工,1,ROOT-5DE5,IMM-5DE5,⿰亻工,left-right,eligible_direct,high,False,CJKVI ids-analysis: 工聲,True,工,工,亻,⿰亻工,工,亻,⿰亻工,False,,,not_applicable,No accepted mapping applied.,工,COLLAPSE-02644,False
EDGE-02897,工,仝,人,phonophore,structural_remainder_presumed_semantic,工,1,ROOT-5DE5,IMM-5DE5,⿱人工,top-bottom,eligible_direct,high,False,CJKVI ids-analysis: 工聲,True,工,工,人,⿱人工,工,人,⿱人工,False,,,not_applicable,No accepted mapping applied.,工,COLLAPSE-02645,False
EDGE-02898,工,功,力,phonophore,structural_remainder_presumed_semantic,工,1,ROOT-5DE5,IMM-5DE5,⿰工力,left-right,eligible_direct,high,False,CJKVI ids-analysis: 工聲,True,工,工,力,⿰工力,工,力,⿰工力,False,,,not_applicable,No accepted mapping applied.,工,COLLAPSE-02646,False
EDGE-02899,工,扛,扌,phonophore,structural_remainder_presumed_semantic,工,1,ROOT-5DE5,IMM-5DE5,⿰扌工,left-right,eligible_direct,high,False,CJKVI ids-analysis: 工聲,True,工,工,扌,⿰扌工,工,扌,⿰扌工,False,,,not_applicable,No accepted mapping applied.,工,COLLAPSE-02647,False
EDGE-02900,工,攻,攵,phonophore,structural_remainder_presumed_semantic,工,1,ROOT-5DE5,IMM-5DE5,⿰工攵,left-right,eligible_direct,high,False,CJKVI ids-analysis: 工聲,True,工,工,攵,⿰工攵,工,攵,⿰工攵,False,,,not_applicable,No accepted mapping applied.,工,COLLAPSE-02648,False
EDGE-02901,工,杠,木,phonophore,structural_remainder_presumed_semantic,工,1,ROOT-5DE5,IMM-5DE5,⿰木工,left-right,eligible_direct,high,False,CJKVI ids-analysis: 工聲,True,工,工,木,⿰木工,工,木,⿰木工,False,,,not_applicable,No accepted mapping applied.,工,COLLAPSE-02649,False
EDGE-02902,工,汞,水,phonophore,structural_remainder_presumed_semantic,工,1,ROOT-5DE5,IMM-5DE5,⿱工水,top-bottom,eligible_direct,high,False,CJKVI ids-analysis: 工聲,True,工,工,水,⿱工水,工,水,⿱工水,False,,,not_applicable,No accepted mapping applied.,工,COLLAPSE-02650,False
EDGE-02903,工,江,氵,phonophore,structural_remainder_presumed_semantic,工,1,ROOT-5DE5,IMM-5DE5,⿰氵工,left-right,eligible_direct,high,False,CJKVI ids-analysis: 工聲,True,工,工,氵,⿰氵工,工,氵,⿰氵工,False,,,not_applicable,No accepted mapping applied.,工,COLLAPSE-02651,False
EDGE-02904,江,鴻,鳥,phonophore,structural_remainder_presumed_semantic,工,2,ROOT-5DE5,IMM-6C5F,⿰江鳥,left-right,eligible_direct,high,False,CJKVI ids-analysis: 江聲,True,江,工,鳥,⿰江鳥,江,鳥,⿰江鳥,False,,,not_applicable,No accepted mapping applied.,工,COLLAPSE-03931,False
EDGE-02905,工,瓨,瓦,phonophore,structural_remainder_presumed_semantic,工,1,ROOT-5DE5,IMM-5DE5,⿰工瓦,left-right,eligible_direct,high,False,CJKVI ids-analysis: 工聲,True,工,工,瓦,⿰工瓦,工,瓦,⿰工瓦,False,,,not_applicable,No accepted mapping applied.,工,COLLAPSE-02652,False
EDGE-02906,工,矼,石,phonophore,structural_remainder_presumed_semantic,工,1,ROOT-5DE5,IMM-5DE5,⿰石工,left-right,eligible_direct,high,False,CJKVI ids-analysis: 工聲,True,工,工,石,⿰石工,工,石,⿰石工,False,,,not_applicable,No accepted mapping applied.,工,COLLAPSE-02653,False
EDGE-02907,工,空,穴,phonophore,structural_remainder_presumed_semantic,工,1,ROOT-5DE5,IMM-5DE5,⿱穴工,top-bottom,eligible_direct,high,False,CJKVI ids-analysis: 工聲,True,工,工,穴,⿱穴工,工,穴,⿱穴工,False,,,not_applicable,No accepted mapping applied.,工,COLLAPSE-02654,False
EDGE-02908,空,倥,亻,phonophore,structural_remainder_presumed_semantic,工,2,ROOT-5DE5,IMM-7A7A,⿰亻空,left-right,eligible_direct,high,False,CJKVI ids-analysis: 空聲,True,空,工,亻,⿰亻空,空,亻,⿰亻空,False,,,not_applicable,No accepted mapping applied.,工,COLLAPSE-04654,False
EDGE-02909,空,控,扌,phonophore,structural_remainder_presumed_semantic,工,2,ROOT-5DE5,IMM-7A7A,⿰扌空,left-right,eligible_direct,high,False,CJKVI ids-analysis: 空聲,True,空,工,扌,⿰扌空,空,扌,⿰扌空,False,,,not_applicable,No accepted mapping applied.,工,COLLAPSE-04655,False
EDGE-02910,空,椌,木,phonophore,structural_remainder_presumed_semantic,工,2,ROOT-5DE5,IMM-7A7A,⿰木空,left-right,eligible_direct,high,False,CJKVI ids-analysis: 空聲,True,空,工,木,⿰木空,空,木,⿰木空,False,,,not_applicable,No accepted mapping applied.,工,COLLAPSE-04656,False
EDGE-02911,空,涳,氵,phonophore,structural_remainder_presumed_semantic,工,2,ROOT-5DE5,IMM-7A7A,⿰氵空,left-right,eligible_direct,high,False,CJKVI ids-analysis: 空聲,True,空,工,氵,⿰氵空,空,氵,⿰氵空,False,,,not_applicable,No accepted mapping applied.,工,COLLAPSE-04657,False
EDGE-02912,空,箜,竹,phonophore,structural_remainder_presumed_semantic,工,2,ROOT-5DE5,IMM-7A7A,⿱竹空,top-bottom,eligible_direct,high,False,CJKVI ids-analysis: 空聲,True,空,工,竹,⿱竹空,空,竹,⿱竹空,False,,,not_applicable,No accepted mapping applied.,工,COLLAPSE-04658,False
EDGE-02913,空,腔,肉,phonophore_and_semantic,structural_remainder_presumed_semantic,工,2,ROOT-5DE5,IMM-7A7A,⿰肉空,left-right,eligible_direct,medium,True,CJKVI ids-analysis: 空亦聲,True,空,工,肉,⿰肉空,空,肉,⿰肉空,False,,,not_applicable,No accepted mapping applied.,工,COLLAPSE-04659,False
EDGE-02914,工,紅,糸,phonophore,structural_remainder_presumed_semantic,工,1,ROOT-5DE5,IMM-5DE5,⿰糸工,left-right,eligible_direct,high,False,CJKVI ids-analysis: 工聲,True,工,工,糸,⿰糸工,工,糸,⿰糸工,False,,,not_applicable,No accepted mapping applied.,工,COLLAPSE-02655,False
EDGE-02915,工,缸,缶,phonophore,structural_remainder_presumed_semantic,工,1,ROOT-5DE5,IMM-5DE5,⿰缶工,left-right,eligible_direct,high,False,CJKVI ids-analysis: 工聲,True,工,工,缶,⿰缶工,工,缶,⿰缶工,False,,,not_applicable,No accepted mapping applied.,工,COLLAPSE-02656,False
EDGE-02916,工,肛,肉,phonophore,structural_remainder_presumed_semantic,工,1,ROOT-5DE5,IMM-5DE5,⿰肉工,left-right,eligible_direct,high,False,CJKVI ids-analysis: 工聲,True,工,工,肉,⿰肉工,工,肉,⿰肉工,False,,,not_applicable,No accepted mapping applied.,工,COLLAPSE-02657,False
EDGE-02917,工,虹,虫,phonophore,structural_remainder_presumed_semantic,工,1,ROOT-5DE5,IMM-5DE5,⿰虫工,left-right,eligible_direct,high,False,CJKVI ids-analysis: 工聲,True,工,工,虫,⿰虫工,工,虫,⿰虫工,False,,,not_applicable,No accepted mapping applied.,工,COLLAPSE-02658,False
EDGE-02918,工,訌,言,phonophore,structural_remainder_presumed_semantic,工,1,ROOT-5DE5,IMM-5DE5,⿰言工,left-right,eligible_direct,high,False,CJKVI ids-analysis: 工聲,True,工,工,言,⿰言工,工,言,⿰言工,False,,,not_applicable,No accepted mapping applied.,工,COLLAPSE-02659,False
EDGE-02919,工,貢,貝,phonophore,structural_remainder_presumed_semantic,工,1,ROOT-5DE5,IMM-5DE5,⿱工貝,top-bottom,eligible_direct,high,False,CJKVI ids-analysis: 工聲,True,工,工,貝,⿱工貝,工,貝,⿱工貝,False,,,not_applicable,No accepted mapping applied.,工,COLLAPSE-02660,False
EDGE-02920,貢,槓,木,phonophore,structural_remainder_presumed_semantic,工,2,ROOT-5DE5,IMM-8CA2,⿰木貢,left-right,eligible_direct,high,False,CJKVI ids-analysis: 貢聲,True,貢,工,木,⿰木貢,貢,木,⿰木貢,False,,,not_applicable,No accepted mapping applied.,工,COLLAPSE-05396,False
EDGE-02921,工,邛,阝,phonophore,structural_remainder_presumed_semantic,工,1,ROOT-5DE5,IMM-5DE5,⿰工阝,left-right,eligible_direct,high,False,CJKVI ids-analysis: 工聲,True,工,工,阝,⿰工阝,工,阝,⿰工阝,False,,,not_applicable,No accepted mapping applied.,工,COLLAPSE-02661,False
EDGE-02922,邛,桏,木,phonophore,structural_remainder_presumed_semantic,工,2,ROOT-5DE5,IMM-909B,⿰木邛,left-right,eligible_direct,high,False,CJKVI ids-analysis: 邛聲,True,邛,工,木,⿰木邛,邛,木,⿰木邛,False,,,not_applicable,No accepted mapping applied.,工,COLLAPSE-05603,False
EDGE-02923,工,釭,釒,phonophore,structural_remainder_presumed_semantic,工,1,ROOT-5DE5,IMM-5DE5,⿰釒工,left-right,eligible_direct,high,False,CJKVI ids-analysis: 工聲,True,工,工,釒,⿰釒工,工,釒,⿰釒工,False,,,not_applicable,No accepted mapping applied.,工,COLLAPSE-02662,False
EDGE-02924,工,項,頁,phonophore,structural_remainder_presumed_semantic,工,1,ROOT-5DE5,IMM-5DE5,⿰工頁,left-right,eligible_direct,high,False,CJKVI ids-analysis: 工聲,True,工,工,頁,⿰工頁,工,頁,⿰工頁,False,,,not_applicable,No accepted mapping applied.,工,COLLAPSE-02663,False
EDGE-02925,項,澒,氵,phonophore,structural_remainder_presumed_semantic,工,2,ROOT-5DE5,IMM-9805,⿰氵項,left-right,eligible_direct,high,False,CJKVI ids-analysis: 項聲,True,項,工,氵,⿰氵項,項,氵,⿰氵項,False,,,not_applicable,No accepted mapping applied.,工,COLLAPSE-05886,False
EDGE-02926,左,佐,亻,phonophore,structural_remainder_presumed_semantic,左,1,ROOT-5DE6,IMM-5DE6,⿰亻左,left-right,eligible_direct,high,False,CJKVI ids-analysis: 左聲,True,左,左,亻,⿰亻左,左,亻,⿰亻左,False,,,not_applicable,No accepted mapping applied.,左,COLLAPSE-02664,False
EDGE-02927,差,傞,亻,phonophore,structural_remainder_presumed_semantic,差,1,ROOT-5DEE,IMM-5DEE,⿰亻差,left-right,eligible_direct,high,False,CJKVI ids-analysis: 差聲,True,差,差,亻,⿰亻差,差,亻,⿰亻差,False,,,not_applicable,No accepted mapping applied.,差,COLLAPSE-02679,False
EDGE-02928,差,嗟,口,phonophore,structural_remainder_presumed_semantic,差,1,ROOT-5DEE,IMM-5DEE,⿰口差,left-right,eligible_direct,high,False,CJKVI ids-analysis: 差聲,True,差,差,口,⿰口差,差,口,⿰口差,False,,,not_applicable,No accepted mapping applied.,差,COLLAPSE-02680,False
EDGE-02929,差,磋,石,phonophore,structural_remainder_presumed_semantic,差,1,ROOT-5DEE,IMM-5DEE,⿰石差,left-right,eligible_direct,high,False,CJKVI ids-analysis: 差聲,True,差,差,石,⿰石差,差,石,⿰石差,False,,,not_applicable,No accepted mapping applied.,差,COLLAPSE-02681,False
EDGE-02930,巨,拒,扌,phonophore,structural_remainder_presumed_semantic,巨,1,ROOT-5DE8,IMM-5DE8,⿰扌巨,left-right,eligible_direct,high,False,CJKVI ids-analysis: 巨聲,True,巨,巨,扌,⿰扌巨,巨,扌,⿰扌巨,False,,,not_applicable,No accepted mapping applied.,巨,COLLAPSE-02665,False
EDGE-02931,巨,柜,木,phonophore,structural_remainder_presumed_semantic,巨,1,ROOT-5DE8,IMM-5DE8,⿰木巨,left-right,eligible_direct,high,False,CJKVI ids-analysis: 巨聲,True,巨,巨,木,⿰木巨,巨,木,⿰木巨,False,,,not_applicable,No accepted mapping applied.,巨,COLLAPSE-02666,False
EDGE-02932,巨,炬,火,phonophore,structural_remainder_presumed_semantic,巨,1,ROOT-5DE8,IMM-5DE8,⿰火巨,left-right,eligible_direct,high,False,CJKVI ids-analysis: 巨聲,True,巨,巨,火,⿰火巨,巨,火,⿰火巨,False,,,not_applicable,No accepted mapping applied.,巨,COLLAPSE-02667,False
EDGE-02933,巨,矩,矢,phonophore,structural_remainder_presumed_semantic,巨,1,ROOT-5DE8,IMM-5DE8,⿰矢巨,left-right,eligible_direct,high,False,CJKVI ids-analysis: 巨聲,True,巨,巨,矢,⿰矢巨,巨,矢,⿰矢巨,False,,,not_applicable,No accepted mapping applied.,巨,COLLAPSE-02668,False
EDGE-02934,榘,渠,氵,phonophore,structural_remainder_presumed_semantic,榘,1,ROOT-6998,IMM-6998,⿰氵榘,left-right,missing_anchor_from_frozen_population,high,False,CJKVI ids-analysis: 榘聲,False,榘,榘,氵,⿰氵榘,榘,氵,⿰氵榘,False,,,not_applicable,No accepted mapping applied.,榘,COLLAPSE-03712,False
EDGE-02935,巨,秬,禾,phonophore,structural_remainder_presumed_semantic,巨,1,ROOT-5DE8,IMM-5DE8,⿰禾巨,left-right,eligible_direct,high,False,CJKVI ids-analysis: 巨聲,True,巨,巨,禾,⿰禾巨,巨,禾,⿰禾巨,False,,,not_applicable,No accepted mapping applied.,巨,COLLAPSE-02669,False
EDGE-02936,巨,粔,米,phonophore,structural_remainder_presumed_semantic,巨,1,ROOT-5DE8,IMM-5DE8,⿰米巨,left-right,eligible_direct,high,False,CJKVI ids-analysis: 巨聲,True,巨,巨,米,⿰米巨,巨,米,⿰米巨,False,,,not_applicable,No accepted mapping applied.,巨,COLLAPSE-02670,False
EDGE-02937,巨,苣,艹,phonophore,structural_remainder_presumed_semantic,巨,1,ROOT-5DE8,IMM-5DE8,⿱艹巨,top-bottom,eligible_direct,high,False,CJKVI ids-analysis: 巨聲,True,巨,巨,艹,⿱艹巨,巨,艹,⿱艹巨,False,,,not_applicable,No accepted mapping applied.,巨,COLLAPSE-02671,False
EDGE-02938,巨,螶,䖵,phonophore,structural_remainder_presumed_semantic,巨,1,ROOT-5DE8,IMM-5DE8,⿱巨䖵,top-bottom,eligible_direct,high,False,CJKVI ids-analysis: 巨聲,True,巨,巨,䖵,⿱巨䖵,巨,䖵,⿱巨䖵,False,,,not_applicable,No accepted mapping applied.,巨,COLLAPSE-02672,False
EDGE-02939,巨,詎,言,phonophore,structural_remainder_presumed_semantic,巨,1,ROOT-5DE8,IMM-5DE8,⿰言巨,left-right,eligible_direct,high,False,CJKVI ids-analysis: 巨聲,True,巨,巨,言,⿰言巨,巨,言,⿰言巨,False,,,not_applicable,No accepted mapping applied.,巨,COLLAPSE-02673,False
EDGE-02940,巨,距,𧾷,phonophore,structural_remainder_presumed_semantic,巨,1,ROOT-5DE8,IMM-5DE8,⿰𧾷巨,left-right,eligible_direct,high,False,CJKVI ids-analysis: 巨聲,True,巨,巨,𧾷,⿰𧾷巨,巨,𧾷,⿰𧾷巨,False,,,not_applicable,No accepted mapping applied.,巨,COLLAPSE-02674,False
EDGE-02941,巨,鉅,釒,phonophore,structural_remainder_presumed_semantic,巨,1,ROOT-5DE8,IMM-5DE8,⿰釒巨,left-right,eligible_direct,high,False,CJKVI ids-analysis: 巨聲,True,巨,巨,釒,⿰釒巨,巨,釒,⿰釒巨,False,,,not_applicable,No accepted mapping applied.,巨,COLLAPSE-02675,False
EDGE-02942,巩,筑,竹,phonophore,structural_remainder_presumed_semantic,巩,1,ROOT-5DE9,IMM-5DE9,⿱竹巩,top-bottom,missing_anchor_from_frozen_population,high,False,CJKVI ids-analysis: 巩聲,False,巩,巩,竹,⿱竹巩,巩,竹,⿱竹巩,False,,,not_applicable,No accepted mapping applied.,巩,COLLAPSE-02676,False
EDGE-02943,巩,跫,足,phonophore,structural_remainder_presumed_semantic,巩,1,ROOT-5DE9,IMM-5DE9,⿱巩足,top-bottom,missing_anchor_from_frozen_population,high,False,CJKVI ids-analysis: 巩聲,False,巩,巩,足,⿱巩足,巩,足,⿱巩足,False,,,not_applicable,No accepted mapping applied.,巩,COLLAPSE-02677,False
EDGE-02944,𢀡,隓,阝,phonophore,structural_remainder_presumed_semantic,𢀡,1,ROOT-22021,IMM-22021,⿰阝𢀡,left-right,missing_anchor_from_frozen_population,high,False,CJKVI ids-analysis: 𢀡聲,False,𢀡,𢀡,阝,⿰阝𢀡,𢀡,阝,⿰阝𢀡,False,,,not_applicable,No accepted mapping applied.,𢀡,COLLAPSE-06097,False
EDGE-02945,隋,墮,土,phonophore,structural_remainder_presumed_semantic,隋,1,ROOT-968B,IMM-968B,⿱隋土,top-bottom,eligible_direct,high,False,CJKVI ids-analysis: 隋聲,True,隋,隋,土,⿱隋土,隋,土,⿱隋土,False,,,not_applicable,No accepted mapping applied.,隋,COLLAPSE-05712,False
EDGE-02946,隋,橢,木,phonophore,structural_remainder_presumed_semantic,隋,1,ROOT-968B,IMM-968B,⿰木隋,left-right,eligible_direct,high,False,CJKVI ids-analysis: 隋聲,True,隋,隋,木,⿰木隋,隋,木,⿰木隋,False,,,not_applicable,No accepted mapping applied.,隋,COLLAPSE-05713,False
EDGE-02947,隨,髓,骨,phonophore,structural_remainder_presumed_semantic,隨,1,ROOT-96A8,IMM-96A8,⿰骨隨,left-right,eligible_direct,high,False,CJKVI ids-analysis: 隨聲,True,隨,隨,骨,⿰骨隨,隨,骨,⿰骨隨,False,,,not_applicable,No accepted mapping applied.,隨,COLLAPSE-05714,False
EDGE-02948,展,碾,石,phonophore,structural_remainder_presumed_semantic,展,1,ROOT-5C55,IMM-5C55,⿰石展,left-right,eligible_direct,high,False,CJKVI ids-analysis: 展聲,True,展,展,石,⿰石展,展,石,⿰石展,False,,,not_applicable,No accepted mapping applied.,展,COLLAPSE-02558,False
EDGE-02949,展,輾,車,phonophore,structural_remainder_presumed_semantic,展,1,ROOT-5C55,IMM-5C55,⿰車展,left-right,eligible_direct,high,False,CJKVI ids-analysis: 展聲,True,展,展,車,⿰車展,展,車,⿰車展,False,,,not_applicable,No accepted mapping applied.,展,COLLAPSE-02559,False
EDGE-02950,己,圮,土,phonophore,structural_remainder_presumed_semantic,己,1,ROOT-5DF1,IMM-5DF1,⿰土己,left-right,eligible_direct,high,False,CJKVI ids-analysis: 己聲,True,己,己,土,⿰土己,己,土,⿰土己,False,,,not_applicable,No accepted mapping applied.,己,COLLAPSE-02682,False
EDGE-02951,己,妀,女,phonophore,structural_remainder_presumed_semantic,己,1,ROOT-5DF1,IMM-5DF1,⿰己女,left-right,eligible_direct,high,False,CJKVI ids-analysis: 己聲,True,己,己,女,⿰己女,己,女,⿰己女,False,,,not_applicable,No accepted mapping applied.,己,COLLAPSE-02683,False
EDGE-02952,己,妃,女,phonophore,structural_remainder_presumed_semantic,己,1,ROOT-5DF1,IMM-5DF1,⿰女己,left-right,eligible_direct,high,False,CJKVI ids-analysis: 己聲,True,己,己,女,⿰女己,己,女,⿰女己,False,,,not_applicable,No accepted mapping applied.,己,COLLAPSE-02684,False
EDGE-02953,己,屺,山,phonophore,structural_remainder_presumed_semantic,己,1,ROOT-5DF1,IMM-5DF1,⿰山己,left-right,eligible_direct,high,False,CJKVI ids-analysis: 己聲,True,己,己,山,⿰山己,己,山,⿰山己,False,,,not_applicable,No accepted mapping applied.,己,COLLAPSE-02685,False
EDGE-02954,己,忌,心,phonophore,structural_remainder_presumed_semantic,己,1,ROOT-5DF1,IMM-5DF1,⿱己心,top-bottom,eligible_direct,high,False,CJKVI ids-analysis: 己聲,True,己,己,心,⿱己心,己,心,⿱己心,False,,,not_applicable,No accepted mapping applied.,己,COLLAPSE-02686,False
EDGE-02955,忌,誋,言,phonophore,structural_remainder_presumed_semantic,己,2,ROOT-5DF1,IMM-5FCC,⿰言忌,left-right,eligible_direct,high,False,CJKVI ids-analysis: 忌聲,True,忌,己,言,⿰言忌,忌,言,⿰言忌,False,,,not_applicable,No accepted mapping applied.,己,COLLAPSE-03000,False
EDGE-02956,忌,跽,𧾷,phonophore,structural_remainder_presumed_semantic,己,2,ROOT-5DF1,IMM-5FCC,⿰𧾷忌,left-right,eligible_direct,high,False,CJKVI ids-analysis: 忌聲,True,忌,己,𧾷,⿰𧾷忌,忌,𧾷,⿰𧾷忌,False,,,not_applicable,No accepted mapping applied.,己,COLLAPSE-03001,False
EDGE-02957,己,改,攵,phonophore,structural_remainder_presumed_semantic,己,1,ROOT-5DF1,IMM-5DF1,⿰己攵,left-right,eligible_direct,high,False,CJKVI ids-analysis: 己聲,True,己,己,攵,⿰己攵,己,攵,⿰己攵,False,,,not_applicable,No accepted mapping applied.,己,COLLAPSE-02687,False
