model,relation_class,matched_edges,mean_offset_cosine_a,mean_offset_cosine_b,mean_residual_anchor_cosine_a,mean_residual_anchor_cosine_b,channel_a,channel_b,subset_id,mean_offset_cosine_c,mean_residual_anchor_cosine_c,channel_c
bge_m3_1024d,馬,57,0.2662172513572793,0.2474027904763556,0.5272100552132255,0.5210787016048766,zh_char,en_gloss_unihan,zh_char__INTERSECT__en_gloss_unihan,,,
bge_m3_1024d,骨,13,0.24034435817828542,0.23210661070278055,0.47971551693402803,0.4880555272102356,zh_char,en_gloss_unihan,zh_char__INTERSECT__en_gloss_unihan,,,
bge_m3_1024d,髟,16,0.29743583232630044,0.22223810071591285,0.4299078765325248,0.6006681248545647,zh_char,en_gloss_unihan,zh_char__INTERSECT__en_gloss_unihan,,,
bge_m3_1024d,鬼,11,0.13596485758369617,0.24393925875086675,0.4867951436476274,0.5092039108276367,zh_char,en_gloss_unihan,zh_char__INTERSECT__en_gloss_unihan,,,
bge_m3_1024d,魚,48,0.4238700866699219,0.3766268463805318,0.5146167386944095,0.5298589101682106,zh_char,en_gloss_unihan,zh_char__INTERSECT__en_gloss_unihan,,,
bge_m3_1024d,鳥,62,0.2866534447718051,0.29504385425318636,0.5299105536072485,0.5121990644162701,zh_char,en_gloss_unihan,zh_char__INTERSECT__en_gloss_unihan,,,
bge_m3_1024d,鹿,7,0.3026272090417998,0.17932818883231708,0.4459131062030792,0.4317667654582432,zh_char,en_gloss_unihan,zh_char__INTERSECT__en_gloss_unihan,,,
bge_m3_1024d,麥,4,-0.013749355450272577,0.10319664329290391,0.29745591757819057,0.4812280684709549,zh_char,en_gloss_unihan,zh_char__INTERSECT__en_gloss_unihan,,,
bge_m3_1024d,黑,17,0.25289110379183993,0.2101105460349251,0.46376317213563356,0.5407056773410124,zh_char,en_gloss_unihan,zh_char__INTERSECT__en_gloss_unihan,,,
bge_m3_1024d,鼓,4,0.5949114859104156,0.4842997267842293,0.523162305355072,0.5045303329825401,zh_char,en_gloss_unihan,zh_char__INTERSECT__en_gloss_unihan,,,
bge_m3_1024d,鼠,5,0.45796013474464414,0.16820504963397975,0.4798483192920685,0.48489071130752565,zh_char,en_gloss_unihan,zh_char__INTERSECT__en_gloss_unihan,,,
bge_m3_1024d,齒,16,0.5120077026076615,0.31611964944750065,0.5481538644526154,0.500520246103406,zh_char,en_gloss_unihan,zh_char__INTERSECT__en_gloss_unihan,,,
bge_m3_1024d,𧾷,65,0.2247117946927364,0.2545776212444672,0.4481766909360886,0.557234832415214,zh_char,en_gloss_unihan,zh_char__INTERSECT__en_gloss_unihan,,,
gte_multilingual_base_768d,㫃,13,0.3761220696883706,0.3022217799264651,0.6963553336950449,0.5538221551821783,zh_char,en_gloss_unihan,zh_char__INTERSECT__en_gloss_unihan,,,
gte_multilingual_base_768d,䖵,4,-0.18108693603426218,0.2190313376486301,0.6007851362228394,0.476812407374382,zh_char,en_gloss_unihan,zh_char__INTERSECT__en_gloss_unihan,,,
gte_multilingual_base_768d,亻,187,0.14856385307655454,0.07948311813982491,0.6921174886392399,0.5749312207341831,zh_char,en_gloss_unihan,zh_char__INTERSECT__en_gloss_unihan,,,
gte_multilingual_base_768d,冫,13,0.16848630042603382,0.19133840730557075,0.649555293413309,0.5219871172538171,zh_char,en_gloss_unihan,zh_char__INTERSECT__en_gloss_unihan,,,
gte_multilingual_base_768d,刂,33,0.16852587742279423,0.23012910297874245,0.6930936990362225,0.575854323127053,zh_char,en_gloss_unihan,zh_char__INTERSECT__en_gloss_unihan,,,
gte_multilingual_base_768d,力,23,0.06457551544451194,0.17372655933317926,0.6549465915431147,0.5716893323089766,zh_char,en_gloss_unihan,zh_char__INTERSECT__en_gloss_unihan,,,
gte_multilingual_base_768d,匚,8,0.20972216641530395,0.050137121230363825,0.6431616917252541,0.4428783468902111,zh_char,en_gloss_unihan,zh_char__INTERSECT__en_gloss_unihan,,,
gte_multilingual_base_768d,口,164,0.21565534543564038,0.22284806614582672,0.6934761263248397,0.5649100980017243,zh_char,en_gloss_unihan,zh_char__INTERSECT__en_gloss_unihan,,,
gte_multilingual_base_768d,囗,11,0.1961334237659519,0.17483656370842995,0.67437528480183,0.5631685744632374,zh_char,en_gloss_unihan,zh_char__INTERSECT__en_gloss_unihan,,,
gte_multilingual_base_768d,土,89,0.18623118485543835,0.17876608376757477,0.6861650099915065,0.5655095831731732,zh_char,en_gloss_unihan,zh_char__INTERSECT__en_gloss_unihan,,,
gte_multilingual_base_768d,大,6,0.006539900787174701,0.05274032801389692,0.6515154540538788,0.5144638766845068,zh_char,en_gloss_unihan,zh_char__INTERSECT__en_gloss_unihan,,,
gte_multilingual_base_768d,女,102,0.19846959184745655,0.18297717204390493,0.6917687479187461,0.556073784828186,zh_char,en_gloss_unihan,zh_char__INTERSECT__en_gloss_unihan,,,
gte_multilingual_base_768d,子,6,-0.0029735825955867676,0.11508930816004671,0.6044797003269196,0.4785274217526118,zh_char,en_gloss_unihan,zh_char__INTERSECT__en_gloss_unihan,,,
gte_multilingual_base_768d,宀,27,0.07810925274949382,0.07960268368737564,0.671969837612576,0.544685572385788,zh_char,en_gloss_unihan,zh_char__INTERSECT__en_gloss_unihan,,,
gte_multilingual_base_768d,尸,9,0.12270545638683766,0.007118059218757653,0.6450713674227396,0.520033104552163,zh_char,en_gloss_unihan,zh_char__INTERSECT__en_gloss_unihan,,,
gte_multilingual_base_768d,山,51,0.1887232894990958,0.29222297484018633,0.7013930245941761,0.5633651561596814,zh_char,en_gloss_unihan,zh_char__INTERSECT__en_gloss_unihan,,,
gte_multilingual_base_768d,巾,30,0.20411842608203487,0.27486987883845965,0.6917735795180003,0.5622154225905737,zh_char,en_gloss_unihan,zh_char__INTERSECT__en_gloss_unihan,,,
gte_multilingual_base_768d,广,35,0.12617930070097955,0.12155986066375457,0.685050357239587,0.5784922344344002,zh_char,en_gloss_unihan,zh_char__INTERSECT__en_gloss_unihan,,,
gte_multilingual_base_768d,弓,13,0.15016312209459448,0.22980052605271337,0.6472613352995652,0.5518203790371234,zh_char,en_gloss_unihan,zh_char__INTERSECT__en_gloss_unihan,,,
gte_multilingual_base_768d,彡,7,-0.09145634129111255,0.031211855688265355,0.5980073043278286,0.5125017293861934,zh_char,en_gloss_unihan,zh_char__INTERSECT__en_gloss_unihan,,,
gte_multilingual_base_768d,彳,17,0.12312142627642432,0.15884483895976748,0.662886472309337,0.5725027463015389,zh_char,en_gloss_unihan,zh_char__INTERSECT__en_gloss_unihan,,,
gte_multilingual_base_768d,心,56,0.19139572657877577,0.2305719154620809,0.6699666625687054,0.5590824330491679,zh_char,en_gloss_unihan,zh_char__INTERSECT__en_gloss_unihan,,,
gte_multilingual_base_768d,忄,125,0.2231667103283107,0.24890189974382518,0.6930732064247132,0.5627905225753784,zh_char,en_gloss_unihan,zh_char__INTERSECT__en_gloss_unihan,,,
gte_multilingual_base_768d,戈,11,0.1399812325835228,0.16640563055195587,0.6729755726727572,0.5295355672186072,zh_char,en_gloss_unihan,zh_char__INTERSECT__en_gloss_unihan,,,
gte_multilingual_base_768d,戶,4,0.13458379544317722,0.1435713116079569,0.6517724543809891,0.4775475189089775,zh_char,en_gloss_unihan,zh_char__INTERSECT__en_gloss_unihan,,,
gte_multilingual_base_768d,手,10,0.2321015078574419,0.16902621677145357,0.6848044097423553,0.5523284375667572,zh_char,en_gloss_unihan,zh_char__INTERSECT__en_gloss_unihan,,,
gte_multilingual_base_768d,扌,203,0.16598838873280972,0.1986618530730088,0.6825972854210238,0.578570618124431,zh_char,en_gloss_unihan,zh_char__INTERSECT__en_gloss_unihan,,,
gte_multilingual_base_768d,攵,19,0.11202958093858079,0.0410384431873497,0.6770290983350653,0.5821590094189895,zh_char,en_gloss_unihan,zh_char__INTERSECT__en_gloss_unihan,,,
gte_multilingual_base_768d,斗,7,-0.004770230767982343,0.05991595531148571,0.6931384205818176,0.5039397605827877,zh_char,en_gloss_unihan,zh_char__INTERSECT__en_gloss_unihan,,,
gte_multilingual_base_768d,斤,4,0.0870367670431733,0.1620067406911403,0.649501159787178,0.5085826516151428,zh_char,en_gloss_unihan,zh_char__INTERSECT__en_gloss_unihan,,,
gte_multilingual_base_768d,日,64,0.1626053580548614,0.21126451072632332,0.7003350583836436,0.5896182470023632,zh_char,en_gloss_unihan,zh_char__INTERSECT__en_gloss_unihan,,,
gte_multilingual_base_768d,月,8,0.14068081439472732,0.11792897596023978,0.7017670273780823,0.5176731944084167,zh_char,en_gloss_unihan,zh_char__INTERSECT__en_gloss_unihan,,,
gte_multilingual_base_768d,木,255,0.26871588888085063,0.19987676667378226,0.6960229167751237,0.5528540496732675,zh_char,en_gloss_unihan,zh_char__INTERSECT__en_gloss_unihan,,,
gte_multilingual_base_768d,林,5,-0.04881259799003603,0.06772189810872076,0.6008448839187622,0.481450492143631,zh_char,en_gloss_unihan,zh_char__INTERSECT__en_gloss_unihan,,,
gte_multilingual_base_768d,欠,25,0.15444626592099667,0.11661322936415669,0.6818934655189515,0.5375343668460846,zh_char,en_gloss_unihan,zh_char__INTERSECT__en_gloss_unihan,,,
gte_multilingual_base_768d,歹,17,0.2003904418910251,0.21783919106511507,0.6621819944942698,0.560829651706359,zh_char,en_gloss_unihan,zh_char__INTERSECT__en_gloss_unihan,,,
gte_multilingual_base_768d,毛,9,0.18655243909193409,0.1232288028630945,0.6410400370756785,0.5261436965730455,zh_char,en_gloss_unihan,zh_char__INTERSECT__en_gloss_unihan,,,
gte_multilingual_base_768d,水,4,0.08659413503482935,0.1223435644060373,0.5725394934415817,0.4954368993639946,zh_char,en_gloss_unihan,zh_char__INTERSECT__en_gloss_unihan,,,
gte_multilingual_base_768d,氵,316,0.19764106994483005,0.23975409467445233,0.6915211692641053,0.5614793690133698,zh_char,en_gloss_unihan,zh_char__INTERSECT__en_gloss_unihan,,,
gte_multilingual_base_768d,火,60,0.20833673495411248,0.25753542783980565,0.6887598395347595,0.5789017448822658,zh_char,en_gloss_unihan,zh_char__INTERSECT__en_gloss_unihan,,,
