model,channel,relation_class,n_edges,n_anchor_families,within_relation_family_offset_cosine,n_heldout_test_edges,n_heldout_test_edges_ge5,n_heldout_test_edges_ge8,mean_heldout_offset_prototype_cosine,mean_heldout_offset_prototype_cosine_ge5,mean_heldout_offset_prototype_cosine_ge8,forward_n,forward_recall_at_1,forward_recall_at_5,forward_recall_at_10,forward_mrr,forward_median_rank,inverse_n,inverse_recall_at_1,inverse_recall_at_5,inverse_recall_at_10,inverse_mrr,inverse_median_rank
qwen3_4b_2560d_int8,en_gloss_unihan,戊,2,2,-0.1408458352088928,0,0,0,,,,0,,,,,,0,,,,,
qwen3_4b_2560d_int8,en_gloss_unihan,戶,4,4,0.031752586364746,4,0,0,0.0704597756266594,,,4,0.0,0.0,0.0,0.0003491358082501,4447.5,4,0.0,0.0,0.0,0.0020710802294973,755.0
qwen3_4b_2560d_int8,en_gloss_unihan,手,10,9,0.0831522420048713,10,10,10,0.1777732446789741,0.1777732446789741,0.1777732446789741,10,0.0,0.0,0.0,0.008304727221594,333.0,10,0.0,0.0,0.0,0.0050227462304338,607.0
qwen3_4b_2560d_int8,en_gloss_unihan,扌,203,190,0.0465015023946762,203,203,203,0.2002150662050678,0.2002150662050678,0.2002150662050678,203,0.0049261083743842,0.0246305418719211,0.0591133004926108,0.0206327420876309,980.0,203,0.0344827586206896,0.0541871921182266,0.0738916256157635,0.0483085210478533,495.0
qwen3_4b_2560d_int8,en_gloss_unihan,支,1,1,,0,0,0,,,,0,,,,,,0,,,,,
qwen3_4b_2560d_int8,en_gloss_unihan,攴,2,2,0.1675794124603271,0,0,0,,,,0,,,,,,0,,,,,
qwen3_4b_2560d_int8,en_gloss_unihan,攵,19,19,0.0067849857732653,19,19,19,0.0328821375426885,0.0328821375426885,0.0328821375426885,19,0.0,0.0526315789473684,0.1578947368421052,0.0265424981384284,2489.0,19,0.0,0.1578947368421052,0.1578947368421052,0.0687835566717723,269.0
qwen3_4b_2560d_int8,en_gloss_unihan,敕,1,1,,0,0,0,,,,0,,,,,,0,,,,,
qwen3_4b_2560d_int8,en_gloss_unihan,文,1,1,,0,0,0,,,,0,,,,,,0,,,,,
qwen3_4b_2560d_int8,en_gloss_unihan,斗,7,7,0.0029693671967834,7,7,0,0.0164948946663311,0.0164948946663311,,7,0.0,0.0,0.0,0.0006087943826374,2041.0,7,0.0,0.0,0.0,0.0018575403235259,677.0
qwen3_4b_2560d_int8,en_gloss_unihan,斤,4,4,0.0998984575271606,4,0,0,0.1701647865120321,,,4,0.0,0.0,0.0,0.0144496374612465,88.0,4,0.0,0.0,0.0,0.0042352161831042,400.0
qwen3_4b_2560d_int8,en_gloss_unihan,日,64,61,0.0531013533473014,64,64,64,0.2044261718911002,0.2044261718911002,0.2044261718911002,64,0.03125,0.046875,0.078125,0.0448150339375591,880.0,64,0.03125,0.140625,0.171875,0.0753683072433465,419.5
qwen3_4b_2560d_int8,en_gloss_unihan,旨,1,1,,0,0,0,,,,0,,,,,,0,,,,,
qwen3_4b_2560d_int8,en_gloss_unihan,是,1,1,,0,0,0,,,,0,,,,,,0,,,,,
qwen3_4b_2560d_int8,en_gloss_unihan,曰,1,1,,0,0,0,,,,0,,,,,,0,,,,,
qwen3_4b_2560d_int8,en_gloss_unihan,月,8,8,0.0779037326574325,8,8,0,0.1852650811197236,0.1852650811197236,,8,0.0,0.125,0.125,0.0254928213493478,1956.5,8,0.0,0.0,0.0,0.0015447535120835,612.5
qwen3_4b_2560d_int8,en_gloss_unihan,木,255,239,0.063293844461441,255,255,255,0.2390559146911198,0.2390559146911198,0.2390559146911198,255,0.0078431372549019,0.0235294117647058,0.0274509803921568,0.0149890146654724,1666.0,255,0.0156862745098039,0.0274509803921568,0.0313725490196078,0.0251531732873876,610.0
qwen3_4b_2560d_int8,en_gloss_unihan,東,2,2,0.0266766548156738,0,0,0,,,,0,,,,,,0,,,,,
qwen3_4b_2560d_int8,en_gloss_unihan,林,5,5,0.039362858980894,5,0,0,0.0778911236673593,,,5,0.0,0.0,0.0,0.0002888000742293,5769.0,5,0.0,0.0,0.0,0.0016275626576168,729.0
qwen3_4b_2560d_int8,en_gloss_unihan,欠,25,24,0.0335098057985305,25,25,25,0.1213261250406503,0.1213261250406503,0.1213261250406503,25,0.0,0.0,0.0,0.0009875488132706,2613.0,25,0.0,0.0,0.04,0.0111618459658932,345.0
qwen3_4b_2560d_int8,en_gloss_unihan,止,2,2,0.0485525131225585,0,0,0,,,,0,,,,,,0,,,,,
qwen3_4b_2560d_int8,en_gloss_unihan,步,1,1,,0,0,0,,,,0,,,,,,0,,,,,
qwen3_4b_2560d_int8,en_gloss_unihan,歹,17,17,0.0741714015603065,17,17,17,0.2075816555058255,0.2075816555058255,0.2075816555058255,17,0.0588235294117647,0.0588235294117647,0.0588235294117647,0.0637331963591927,379.0,17,0.0588235294117647,0.0588235294117647,0.0588235294117647,0.0624142721580928,519.0
qwen3_4b_2560d_int8,en_gloss_unihan,死,1,1,,0,0,0,,,,0,,,,,,0,,,,,
qwen3_4b_2560d_int8,en_gloss_unihan,殳,2,2,0.1148188114166259,0,0,0,,,,0,,,,,,0,,,,,
qwen3_4b_2560d_int8,en_gloss_unihan,比,1,1,,0,0,0,,,,0,,,,,,0,,,,,
qwen3_4b_2560d_int8,en_gloss_unihan,毛,9,9,0.0642570555210113,9,9,9,0.1525813285261392,0.1525813285261392,0.1525813285261392,9,0.0,0.0,0.1111111111111111,0.0151493775369123,705.0,9,0.1111111111111111,0.1111111111111111,0.1111111111111111,0.1158642631034437,414.0
qwen3_4b_2560d_int8,en_gloss_unihan,民,1,1,,0,0,0,,,,0,,,,,,0,,,,,
qwen3_4b_2560d_int8,en_gloss_unihan,气,2,2,0.1536781787872314,0,0,0,,,,0,,,,,,0,,,,,
qwen3_4b_2560d_int8,en_gloss_unihan,水,4,4,0.0729135647416114,4,0,0,0.1188597294967621,,,4,0.0,0.0,0.0,0.0002508584631115,5951.5,4,0.0,0.0,0.0,0.0020434109521276,761.0
qwen3_4b_2560d_int8,en_gloss_unihan,氵,316,278,0.0602317489683628,316,316,316,0.2296608764209631,0.2296608764209631,0.2296608764209631,316,0.0126582278481012,0.0158227848101265,0.0221518987341772,0.0169719324693428,1915.5,316,0.0189873417721519,0.0316455696202531,0.0348101265822784,0.0283341591818007,521.0
qwen3_4b_2560d_int8,en_gloss_unihan,火,60,59,0.0719565451145172,60,60,60,0.240913614568611,0.240913614568611,0.240913614568611,60,0.0333333333333333,0.05,0.05,0.0466690807506122,955.0,60,0.0333333333333333,0.0666666666666666,0.0833333333333333,0.0548451959994676,426.5
qwen3_4b_2560d_int8,en_gloss_unihan,灬,3,3,0.0009462833404541,0,0,0,,,,0,,,,,,0,,,,,
qwen3_4b_2560d_int8,en_gloss_unihan,爪,1,1,,0,0,0,,,,0,,,,,,0,,,,,
qwen3_4b_2560d_int8,en_gloss_unihan,爭,1,1,,0,0,0,,,,0,,,,,,0,,,,,
qwen3_4b_2560d_int8,en_gloss_unihan,父,1,1,,0,0,0,,,,0,,,,,,0,,,,,
qwen3_4b_2560d_int8,en_gloss_unihan,爿,1,1,,0,0,0,,,,0,,,,,,0,,,,,
qwen3_4b_2560d_int8,en_gloss_unihan,片,3,3,0.2394649982452392,0,0,0,,,,0,,,,,,0,,,,,
qwen3_4b_2560d_int8,en_gloss_unihan,牛,1,1,,0,0,0,,,,0,,,,,,0,,,,,
qwen3_4b_2560d_int8,en_gloss_unihan,牜,14,14,0.0470022596418857,14,14,14,0.1394509434633489,0.1394509434633489,0.1394509434633489,14,0.0714285714285714,0.0714285714285714,0.0714285714285714,0.0743364377235662,2424.5,14,0.0,0.0714285714285714,0.0714285714285714,0.0390223927216604,688.0
qwen3_4b_2560d_int8,en_gloss_unihan,犬,5,5,-0.0279833786189556,5,0,0,-0.0617124848999083,,,5,0.0,0.0,0.0,0.0113053241046865,1460.0,5,0.0,0.0,0.0,0.0102029926001813,421.0
qwen3_4b_2560d_int8,en_gloss_unihan,犭,39,39,0.0606112889945507,39,39,39,0.2098702730085605,0.2098702730085605,0.2098702730085605,39,0.0,0.0,0.0,0.0015375916840828,1884.0,39,0.0,0.0,0.0,0.0027694110851495,653.0
qwen3_4b_2560d_int8,en_gloss_unihan,玄,1,1,,0,0,0,,,,0,,,,,,0,,,,,
qwen3_4b_2560d_int8,en_gloss_unihan,玉,3,3,0.1131325587630271,0,0,0,,,,0,,,,,,0,,,,,
qwen3_4b_2560d_int8,en_gloss_unihan,王,78,76,0.1417649239301681,78,78,78,0.3616076078361425,0.3616076078361425,0.3616076078361425,78,0.0256410256410256,0.0256410256410256,0.0384615384615384,0.0379457071501589,176.0,78,0.0,0.0256410256410256,0.0512820512820512,0.0165022930092187,637.5
qwen3_4b_2560d_int8,en_gloss_unihan,瓜,2,2,0.1728612184524536,0,0,0,,,,0,,,,,,0,,,,,
qwen3_4b_2560d_int8,en_gloss_unihan,瓦,7,7,0.1580435633659362,7,7,0,0.2928410284221172,0.2928410284221172,,7,0.0,0.0,0.0,0.0094927307406807,959.0,7,0.0,0.0,0.0,0.0072306884583957,672.0
qwen3_4b_2560d_int8,en_gloss_unihan,田,13,13,0.0384856984019279,13,13,13,0.1139567361141626,0.1139567361141626,0.1139567361141626,13,0.0,0.0,0.0,0.0041543275592656,1108.0,13,0.0,0.0769230769230769,0.1538461538461538,0.0501353291589282,335.0
qwen3_4b_2560d_int8,en_gloss_unihan,申,1,1,,0,0,0,,,,0,,,,,,0,,,,,
qwen3_4b_2560d_int8,en_gloss_unihan,男,2,2,0.1870300769805908,0,0,0,,,,0,,,,,,0,,,,,
qwen3_4b_2560d_int8,en_gloss_unihan,畢,1,1,,0,0,0,,,,0,,,,,,0,,,,,
qwen3_4b_2560d_int8,en_gloss_unihan,疒,73,69,0.1066416874527931,73,73,73,0.3031926851668586,0.3031926851668586,0.3031926851668586,73,0.0,0.0,0.0136986301369863,0.0060872417938107,903.0,73,0.0,0.0136986301369863,0.0273972602739726,0.0104897148556177,493.0
qwen3_4b_2560d_int8,en_gloss_unihan,癶,1,1,,0,0,0,,,,0,,,,,,0,,,,,
qwen3_4b_2560d_int8,en_gloss_unihan,白,7,7,0.1450511813163757,7,7,0,0.2695953766150133,0.2695953766150133,,7,0.0,0.1428571428571428,0.1428571428571428,0.0332948633016809,199.0,7,0.0,0.0,0.0,0.0194445000070433,292.0
qwen3_4b_2560d_int8,en_gloss_unihan,皮,3,3,0.1430670469999313,0,0,0,,,,0,,,,,,0,,,,,
qwen3_4b_2560d_int8,en_gloss_unihan,皿,11,11,0.0555865541100502,11,11,11,0.1471423035995527,0.1471423035995527,0.1471423035995527,11,0.0,0.0,0.0,0.0110344053960138,633.0,11,0.0,0.0909090909090909,0.0909090909090909,0.0347821144364257,346.0
qwen3_4b_2560d_int8,en_gloss_unihan,目,51,51,0.1086317375302314,51,51,51,0.306231236076165,0.306231236076165,0.306231236076165,51,0.0,0.0588235294117647,0.0588235294117647,0.0275346915547526,179.0,51,0.0,0.0,0.0392156862745098,0.0087837898667632,517.0
qwen3_4b_2560d_int8,en_gloss_unihan,矛,1,1,,0,0,0,,,,0,,,,,,0,,,,,
qwen3_4b_2560d_int8,en_gloss_unihan,矢,6,6,-0.0004446506500244,6,6,0,7.687629355738561e-05,7.687629355738561e-05,,6,0.0,0.0,0.0,0.0002854660280689,3706.5,6,0.0,0.0,0.0,0.0016309723340885,905.5
qwen3_4b_2560d_int8,en_gloss_unihan,石,56,53,0.0571180544793605,56,56,56,0.2047987602917211,0.2047987602917211,0.2047987602917211,56,0.0178571428571428,0.0178571428571428,0.0178571428571428,0.0209980256270071,2464.5,56,0.0178571428571428,0.0357142857142857,0.0357142857142857,0.0296960116406567,530.5
qwen3_4b_2560d_int8,en_gloss_unihan,示,5,5,0.0068482877686619,5,0,0,0.0127502787858247,,,5,0.0,0.0,0.0,0.0007037200949111,3433.0,5,0.0,0.0,0.0,0.0105533849875508,849.0
qwen3_4b_2560d_int8,en_gloss_unihan,礻,36,36,0.0678566768765449,36,36,36,0.2222446294294463,0.2222446294294463,0.2222446294294463,36,0.0,0.0277777777777777,0.0555555555555555,0.0156047271727058,584.5,36,0.0,0.0277777777777777,0.0555555555555555,0.022856092100044,511.0
qwen3_4b_2560d_int8,en_gloss_unihan,禾,44,44,0.0556432381272316,44,44,44,0.2032123968873003,0.2032123968873003,0.2032123968873003,44,0.0,0.0227272727272727,0.0454545454545454,0.0150473640719416,913.0,44,0.0227272727272727,0.0454545454545454,0.0454545454545454,0.0357445030980373,550.5
qwen3_4b_2560d_int8,en_gloss_unihan,穴,27,27,0.0521200932562351,27,27,27,0.1795507506639869,0.1795507506639869,0.1795507506639869,27,0.037037037037037,0.037037037037037,0.037037037037037,0.0405776222750878,1597.0,27,0.037037037037037,0.037037037037037,0.074074074074074,0.0439822633519772,518.0
qwen3_4b_2560d_int8,en_gloss_unihan,立,5,5,0.0063522337004542,5,0,0,0.0130302799865603,,,5,0.0,0.0,0.0,0.0004638981575405,2500.0,5,0.0,0.0,0.0,0.0021927046274587,705.0
qwen3_4b_2560d_int8,en_gloss_unihan,竹,105,101,0.1046233624219894,105,105,105,0.3060309553607588,0.3060309553607588,0.3060309553607588,105,0.0095238095238095,0.019047619047619,0.019047619047619,0.0180149593025752,856.0,105,0.0,0.0285714285714285,0.0285714285714285,0.0129101652811417,545.0
qwen3_4b_2560d_int8,en_gloss_unihan,箕,1,1,,0,0,0,,,,0,,,,,,0,,,,,
qwen3_4b_2560d_int8,en_gloss_unihan,米,26,26,0.1032355353236198,26,26,26,0.2794890785768915,0.2794890785768915,0.2794890785768915,26,0.0,0.0,0.0384615384615384,0.0080023871949026,799.5,26,0.0,0.0384615384615384,0.0384615384615384,0.0117004335472142,655.0
qwen3_4b_2560d_int8,en_gloss_unihan,糸,160,154,0.0558570176362991,160,160,160,0.2236829206522088,0.2236829206522088,0.2236829206522088,160,0.0,0.0,0.0125,0.0043894645190125,1586.0,160,0.0125,0.01875,0.03125,0.0209669320155382,446.0
qwen3_4b_2560d_int8,en_gloss_unihan,縣,1,1,,0,0,0,,,,0,,,,,,0,,,,,
qwen3_4b_2560d_int8,en_gloss_unihan,缶,3,3,0.0612393207848072,0,0,0,,,,0,,,,,,0,,,,,
qwen3_4b_2560d_int8,en_gloss_unihan,网,1,1,,0,0,0,,,,0,,,,,,0,,,,,
qwen3_4b_2560d_int8,en_gloss_unihan,罒,5,5,0.0647440701723098,5,0,0,0.121131981164217,,,5,0.0,0.0,0.0,0.000703608222694,1287.0,5,0.0,0.0,0.0,0.0037490141880095,592.0
qwen3_4b_2560d_int8,en_gloss_unihan,羊,8,8,0.1306131929159164,8,8,0,0.2659803377464413,0.2659803377464413,,8,0.0,0.125,0.125,0.0481762229154362,517.5,8,0.0,0.0,0.0,0.0014102864715717,796.0
qwen3_4b_2560d_int8,en_gloss_unihan,羽,20,20,0.0715450420975685,20,20,20,0.2093968832166865,0.2093968832166865,0.2093968832166865,20,0.0,0.05,0.05,0.0135835382488661,1009.0,20,0.0,0.0,0.0,0.0064187809712941,701.5
qwen3_4b_2560d_int8,en_gloss_unihan,習,1,1,,0,0,0,,,,0,,,,,,0,,,,,
qwen3_4b_2560d_int8,en_gloss_unihan,老,3,3,0.2756161689758301,0,0,0,,,,0,,,,,,0,,,,,
qwen3_4b_2560d_int8,en_gloss_unihan,耂,1,1,,0,0,0,,,,0,,,,,,0,,,,,
qwen3_4b_2560d_int8,en_gloss_unihan,耒,7,7,0.0826538205146789,7,7,0,0.1748124169451849,0.1748124169451849,,7,0.0,0.0,0.0,0.0124434944557108,431.0,7,0.0,0.0,0.0,0.0044062440824525,746.0
qwen3_4b_2560d_int8,en_gloss_unihan,耳,9,9,0.0533544607460498,9,9,9,0.1410425930387444,0.1410425930387444,0.1410425930387444,9,0.0,0.0,0.0,0.0017315514673534,674.0,9,0.0,0.0,0.0,0.0046687594696452,442.0
qwen3_4b_2560d_int8,en_gloss_unihan,肉,106,100,0.0649412125349044,106,106,106,0.2352552353799835,0.2352552353799835,0.2352552353799835,106,0.0094339622641509,0.0188679245283018,0.0188679245283018,0.0152533213690909,2074.0,106,0.0188679245283018,0.0188679245283018,0.0283018867924528,0.025470704203752,497.0
qwen3_4b_2560d_int8,en_gloss_unihan,臣,1,1,,0,0,0,,,,0,,,,,,0,,,,,
qwen3_4b_2560d_int8,en_gloss_unihan,臤,1,1,,0,0,0,,,,0,,,,,,0,,,,,
qwen3_4b_2560d_int8,en_gloss_unihan,臥,1,1,,0,0,0,,,,0,,,,,,0,,,,,
qwen3_4b_2560d_int8,en_gloss_unihan,自,1,1,,0,0,0,,,,0,,,,,,0,,,,,
qwen3_4b_2560d_int8,en_gloss_unihan,至,2,2,0.1544468402862548,0,0,0,,,,0,,,,,,0,,,,,
qwen3_4b_2560d_int8,en_gloss_unihan,舌,1,1,,0,0,0,,,,0,,,,,,0,,,,,
qwen3_4b_2560d_int8,en_gloss_unihan,舛,1,1,,0,0,0,,,,0,,,,,,0,,,,,
qwen3_4b_2560d_int8,en_gloss_unihan,舟,16,16,0.2002525925636291,16,16,16,0.4003920771647244,0.4003920771647244,0.4003920771647244,16,0.0,0.0,0.0625,0.0354860816307433,39.5,16,0.0,0.0,0.0,0.0040146570137966,502.0
qwen3_4b_2560d_int8,en_gloss_unihan,色,1,1,,0,0,0,,,,0,,,,,,0,,,,,
qwen3_4b_2560d_int8,en_gloss_unihan,艹,270,242,0.0901857689023017,270,270,270,0.2820057354712238,0.2820057354712238,0.2820057354712238,270,0.0037037037037037,0.0111111111111111,0.0111111111111111,0.0106792686709108,1313.5,270,0.0111111111111111,0.0259259259259259,0.0407407407407407,0.0216670919345228,561.5
qwen3_4b_2560d_int8,en_gloss_unihan,蕇,1,1,,0,0,0,,,,0,,,,,,0,,,,,
qwen3_4b_2560d_int8,en_gloss_unihan,虍,3,3,0.0948072299361229,0,0,0,,,,0,,,,,,0,,,,,
qwen3_4b_2560d_int8,en_gloss_unihan,虎,1,1,,0,0,0,,,,0,,,,,,0,,,,,
qwen3_4b_2560d_int8,en_gloss_unihan,虫,124,117,0.1522475779056549,124,124,124,0.3778198298908049,0.3778198298908049,0.3778198298908049,124,0.0,0.0,0.0241935483870967,0.0108032408313011,285.0,124,0.0,0.0,0.0080645161290322,0.0049435587351462,513.5
qwen3_4b_2560d_int8,en_gloss_unihan,血,4,4,0.0790160074830055,4,0,0,0.1323977925349027,,,4,0.0,0.0,0.0,0.0088699420409455,127.5,4,0.0,0.25,0.25,0.0634834969999509,716.0
qwen3_4b_2560d_int8,en_gloss_unihan,行,7,7,0.0075574032962322,7,7,0,0.0254914836425866,0.0254914836425866,,7,0.1428571428571428,0.1428571428571428,0.1428571428571428,0.1430686440307344,4090.0,7,0.1428571428571428,0.1428571428571428,0.1428571428571428,0.1446536516324003,679.0
qwen3_4b_2560d_int8,en_gloss_unihan,衣,18,18,0.0585612766444683,18,18,18,0.1756203720966974,0.1756203720966974,0.1756203720966974,18,0.0,0.0,0.0,0.0047550489894182,1414.0,18,0.0,0.0,0.0,0.007507637953138,771.0
qwen3_4b_2560d_int8,en_gloss_unihan,衤,57,56,0.0890219360589981,57,57,57,0.2736515522599547,0.2736515522599547,0.2736515522599547,57,0.0,0.0,0.0175438596491228,0.0101783653652701,659.0,57,0.0,0.0175438596491228,0.0175438596491228,0.0077864893694583,547.0
qwen3_4b_2560d_int8,en_gloss_unihan,襾,1,1,,0,0,0,,,,0,,,,,,0,,,,,
qwen3_4b_2560d_int8,en_gloss_unihan,覀,1,1,,0,0,0,,,,0,,,,,,0,,,,,
qwen3_4b_2560d_int8,en_gloss_unihan,見,8,8,0.0613715983927249,8,8,0,0.1408347779652103,0.1408347779652103,,8,0.0,0.0,0.0,0.0155328044464531,925.0,8,0.0,0.0,0.0,0.0030301803459516,682.0
qwen3_4b_2560d_int8,en_gloss_unihan,角,9,9,0.0824049040675163,9,9,9,0.1894532406909598,0.1894532406909598,0.1894532406909598,9,0.0,0.0,0.0,0.002227343264071,2195.0,9,0.0,0.0,0.0,0.0027571636649122,495.0
qwen3_4b_2560d_int8,en_gloss_unihan,言,150,143,0.0425694994628429,150,150,150,0.1894477158784866,0.1894477158784866,0.1894477158784866,150,0.0133333333333333,0.0266666666666666,0.0266666666666666,0.0233863796078869,1407.0,150,0.0333333333333333,0.0666666666666666,0.0733333333333333,0.0531017723155363,457.5
qwen3_4b_2560d_int8,en_gloss_unihan,谷,2,2,-0.0683772563934326,0,0,0,,,,0,,,,,,0,,,,,
qwen3_4b_2560d_int8,en_gloss_unihan,豆,2,2,0.2722117900848388,0,0,0,,,,0,,,,,,0,,,,,
qwen3_4b_2560d_int8,en_gloss_unihan,豕,6,6,0.2651285827159881,6,6,0,0.4304203148931265,0.4304203148931265,,6,0.1666666666666666,0.5,0.8333333333333334,0.2908326187267753,7.0,6,0.0,0.0,0.0,0.0066663666175535,163.0
qwen3_4b_2560d_int8,en_gloss_unihan,象,1,1,,0,0,0,,,,0,,,,,,0,,,,,
qwen3_4b_2560d_int8,en_gloss_unihan,豸,12,12,0.1206620261073112,12,12,12,0.2717323048661152,0.2717323048661152,0.2717323048661152,12,0.0,0.0,0.0,0.0057983677933146,176.0,12,0.0,0.0,0.0,0.0023869488620236,641.5
qwen3_4b_2560d_int8,en_gloss_unihan,貝,44,42,0.0488013997673988,44,44,44,0.1786830548027699,0.1786830548027699,0.1786830548027699,44,0.0,0.0,0.0454545454545454,0.0081059478616563,1524.5,44,0.0,0.0,0.0227272727272727,0.0082509383343727,440.0
qwen3_4b_2560d_int8,en_gloss_unihan,赤,2,2,0.2423642873764038,0,0,0,,,,0,,,,,,0,,,,,
qwen3_4b_2560d_int8,en_gloss_unihan,走,16,16,0.0136834299191832,16,16,16,0.0491698886908125,0.0491698886908125,0.0491698886908125,16,0.0,0.0,0.0,0.0017302403068446,4428.5,16,0.0,0.0,0.0,0.0062891938461602,937.5
qwen3_4b_2560d_int8,en_gloss_unihan,足,3,3,0.0270483884960412,0,0,0,,,,0,,,,,,0,,,,,
qwen3_4b_2560d_int8,en_gloss_unihan,身,3,3,0.0642264708876609,0,0,0,,,,0,,,,,,0,,,,,
qwen3_4b_2560d_int8,en_gloss_unihan,車,53,53,0.0742456540465354,53,53,53,0.2469782055056882,0.2469782055056882,0.2469782055056882,53,0.0,0.0,0.0,0.0044410157445279,1328.0,53,0.0,0.0,0.0188679245283018,0.0090241654201435,473.0
qwen3_4b_2560d_int8,en_gloss_unihan,辛,2,2,-0.0375277996063232,0,0,0,,,,0,,,,,,0,,,,,
qwen3_4b_2560d_int8,en_gloss_unihan,辶,69,69,0.0383274406194686,69,69,69,0.1699096619664435,0.1699096619664435,0.1699096619664435,69,0.0,0.0,0.0144927536231884,0.0042305576706426,1452.0,69,0.0,0.0144927536231884,0.0144927536231884,0.0096245542693834,564.0
qwen3_4b_2560d_int8,en_gloss_unihan,邑,1,1,,0,0,0,,,,0,,,,,,0,,,,,
qwen3_4b_2560d_int8,en_gloss_unihan,酉,32,31,0.0976469963788986,32,32,32,0.26946889134706,0.26946889134706,0.26946889134706,32,0.0,0.0,0.0,0.0093790071942494,516.5,32,0.0,0.0,0.0,0.0023302126398904,519.5
qwen3_4b_2560d_int8,en_gloss_unihan,釆,2,2,-0.1019617915153503,0,0,0,,,,0,,,,,,0,,,,,
qwen3_4b_2560d_int8,en_gloss_unihan,里,1,1,,0,0,0,,,,0,,,,,,0,,,,,
qwen3_4b_2560d_int8,en_gloss_unihan,金,1,1,,0,0,0,,,,0,,,,,,0,,,,,
qwen3_4b_2560d_int8,en_gloss_unihan,釒,136,130,0.0588555224239826,136,136,136,0.2251347675149137,0.2251347675149137,0.2251347675149137,136,0.0073529411764705,0.0073529411764705,0.0147058823529411,0.0099622374086183,2267.0,136,0.0147058823529411,0.0147058823529411,0.0294117647058823,0.0205069027088179,559.0
qwen3_4b_2560d_int8,en_gloss_unihan,門,31,31,0.0490991584956646,31,31,31,0.1754058064712632,0.1754058064712632,0.1754058064712632,31,0.032258064516129,0.032258064516129,0.032258064516129,0.0367768660736407,2461.0,31,0.032258064516129,0.032258064516129,0.032258064516129,0.036986321266544,385.0
qwen3_4b_2560d_int8,en_gloss_unihan,阝,118,110,0.0865358710289001,118,118,118,0.2793781263280218,0.2793781263280218,0.2793781263280218,118,0.0,0.0084745762711864,0.0169491525423728,0.0068261706289151,1705.5,118,0.0,0.0254237288135593,0.0423728813559322,0.0157700808589268,619.0
qwen3_4b_2560d_int8,en_gloss_unihan,隹,14,14,0.0329899415373802,14,14,14,0.1060695783235132,0.1060695783235132,0.1060695783235132,14,0.0,0.0,0.0,0.0020721855865065,2236.5,14,0.0,0.0,0.0,0.0035053450880408,540.0
qwen3_4b_2560d_int8,en_gloss_unihan,雈,1,1,,0,0,0,,,,0,,,,,,0,,,,,
qwen3_4b_2560d_int8,en_gloss_unihan,雨,26,26,0.083750307559967,26,26,26,0.2444078564070738,0.2444078564070738,0.2444078564070738,26,0.0,0.0384615384615384,0.0384615384615384,0.0200719907905448,352.0,26,0.0384615384615384,0.0769230769230769,0.0769230769230769,0.0543844713229648,657.5
qwen3_4b_2560d_int8,en_gloss_unihan,雲,2,2,0.504166841506958,0,0,0,,,,0,,,,,,0,,,,,
qwen3_4b_2560d_int8,en_gloss_unihan,非,1,1,,0,0,0,,,,0,,,,,,0,,,,,
qwen3_4b_2560d_int8,en_gloss_unihan,面,2,2,0.1765165328979492,0,0,0,,,,0,,,,,,0,,,,,
qwen3_4b_2560d_int8,en_gloss_unihan,革,30,30,0.1055881455540657,30,30,30,0.2894144149807592,0.2894144149807592,0.2894144149807592,30,0.0,0.0,0.0333333333333333,0.0082141739321592,510.0,30,0.0,0.0333333333333333,0.0333333333333333,0.0225298690568177,451.0
qwen3_4b_2560d_int8,en_gloss_unihan,韋,8,8,0.0815383717417717,8,8,0,0.1826303759589791,0.1826303759589791,,8,0.0,0.0,0.0,0.0034492356532328,1362.5,8,0.0,0.0,0.0,0.0024057515093009,760.0
qwen3_4b_2560d_int8,en_gloss_unihan,韮,1,1,,0,0,0,,,,0,,,,,,0,,,,,
qwen3_4b_2560d_int8,en_gloss_unihan,音,3,3,0.0172767639160156,0,0,0,,,,0,,,,,,0,,,,,
qwen3_4b_2560d_int8,en_gloss_unihan,頁,42,42,0.0313344709575176,42,42,42,0.1352136491055023,0.1352136491055023,0.1352136491055023,42,0.0,0.0,0.0,0.0018687361777338,2069.5,42,0.0,0.0,0.0,0.0075244333098305,448.5
qwen3_4b_2560d_int8,en_gloss_unihan,風,9,9,0.178323820233345,9,9,9,0.3427695540918244,0.3427695540918244,0.3427695540918244,9,0.1111111111111111,0.1111111111111111,0.1111111111111111,0.1416779550496223,18.0,9,0.0,0.0,0.1111111111111111,0.0238118919259329,207.0
qwen3_4b_2560d_int8,en_gloss_unihan,食,5,5,0.0127021074295043,5,0,0,0.0242639314383268,,,5,0.0,0.0,0.0,0.0002509831618919,4821.0,5,0.0,0.0,0.0,0.0024945504806315,488.0
qwen3_4b_2560d_int8,en_gloss_unihan,飠,36,36,0.080295406281948,36,36,36,0.247211781097576,0.247211781097576,0.247211781097576,36,0.0277777777777777,0.0277777777777777,0.0277777777777777,0.0308841830061634,1056.5,36,0.0,0.0277777777777777,0.0277777777777777,0.0125600848934476,613.5
qwen3_4b_2560d_int8,en_gloss_unihan,首,2,2,-0.0781540274620056,0,0,0,,,,0,,,,,,0,,,,,
qwen3_4b_2560d_int8,en_gloss_unihan,香,1,1,,0,0,0,,,,0,,,,,,0,,,,,
