edge_row,derived_character,p_anchor,s_component_canonical,s_independent_character,conditions,conditions_improved,top1_rescues,top1_losses,mean_rank_change
EDGE-03239,銻,弟,釒,金,16,7,0,0,-538.4375
EDGE-01772,蛄,古,虫,虫,16,7,0,0,-547.3125
EDGE-01347,化,匕,亻,人,16,7,0,0,-568.1875
EDGE-03728,琅,良,王,玉,16,7,0,0,-574.75
EDGE-02941,鉅,巨,釒,金,16,7,0,0,-581.9375
EDGE-05915,理,里,王,玉,16,7,0,0,-629.875
EDGE-06022,襦,需,衤,衣,8,7,0,0,-646.625
EDGE-01653,吸,及,口,口,16,7,0,0,-657.1875
EDGE-01551,袖,由,衤,衣,16,7,0,0,-658.875
EDGE-04196,啖,炎,口,口,16,7,0,0,-670.6875
EDGE-03555,肪,方,肉,肉,16,7,0,0,-688.25
EDGE-05500,蟆,莫,虫,虫,16,7,0,0,-699.5625
EDGE-01922,結,吉,糸,糸,16,7,0,0,-708.6875
EDGE-01292,灼,勺,火,火,16,7,0,0,-711.0625
EDGE-03235,涕,弟,氵,水,16,7,0,0,-718.9375
EDGE-06064,樟,章,木,木,16,7,0,0,-742.75
EDGE-03224,沸,弗,氵,水,16,7,0,0,-781.25
EDGE-00723,臉,僉,肉,肉,16,7,0,0,-791.4375
EDGE-05972,椎,隹,木,木,16,7,0,0,-803.625
EDGE-05564,顱,盧,頁,頁,16,7,0,0,-804.1875
EDGE-05326,掐,臽,扌,手,16,7,0,0,-818.5625
EDGE-06088,橋,喬,木,木,16,7,0,0,-821.875
EDGE-02281,蟯,堯,虫,虫,16,7,0,0,-824.625
EDGE-02071,戰,單,戈,戈,16,7,0,0,-1037.1875
EDGE-05480,撲,菐,扌,手,16,7,0,0,-1050.875
EDGE-01084,風,凡,虫,虫,16,7,0,0,-1295.0
EDGE-00058,紑,不,糸,糸,8,6,0,0,2544.625
EDGE-03212,紖,引,糸,糸,8,6,0,0,2458.75
EDGE-04703,龤,皆,龠,龠,8,6,0,0,2009.625
EDGE-02397,紈,丸,糸,糸,8,6,0,0,1624.375
EDGE-03183,鐏,尊,釒,金,8,6,0,0,1600.625
EDGE-00257,禠,虒,礻,示,8,6,0,0,1492.75
EDGE-04254,臙,燕,肉,肉,8,6,0,0,1432.75
EDGE-05392,悆,余,心,心,8,6,0,0,1355.375
EDGE-04371,禰,爾,礻,示,8,6,0,0,1327.75
EDGE-02493,蟄,執,虫,虫,8,6,0,0,1236.0
EDGE-01295,礿,勺,礻,示,8,6,0,0,1204.0
EDGE-03303,苾,必,艹,艸,8,6,0,0,1154.375
EDGE-03979,擽,樂,扌,手,8,6,0,0,1115.25
EDGE-01315,歾,勿,歹,歹,8,6,0,0,1114.25
EDGE-04144,毬,求,毛,毛,8,6,0,0,1104.25
EDGE-05739,欑,贊,木,木,8,6,0,0,1074.25
EDGE-01426,毆,區,殳,殳,8,6,0,0,1066.75
EDGE-00272,侘,宅,亻,人,8,6,0,0,1015.875
EDGE-04070,儳,毚,亻,人,8,6,0,0,1015.0
EDGE-05434,僨,賁,亻,人,8,6,0,0,1012.125
EDGE-04368,彌,爾,弓,弓,8,6,0,0,975.0
EDGE-01151,鞀,召,革,革,8,6,0,0,966.0
EDGE-03688,禓,昜,礻,示,8,6,0,0,964.625
EDGE-00765,銑,先,釒,金,8,6,0,0,931.75
EDGE-05356,諛,臾,言,言,8,6,0,0,909.0
EDGE-02037,櫜,咎,東,東,8,6,0,0,902.25
EDGE-04919,縭,离,糸,糸,8,6,0,0,886.125
EDGE-03709,踶,是,𧾷,足,8,6,0,0,876.125
EDGE-05716,醵,豦,酉,酉,8,6,0,0,868.25
EDGE-00606,芘,比,艹,艸,8,6,0,0,867.25
EDGE-03518,釿,斤,釒,金,8,6,0,0,858.5
EDGE-01999,慥,造,忄,心,8,6,0,0,851.25
EDGE-01069,蓂,冥,艹,艸,8,6,0,0,846.5
EDGE-05220,儘,盡,亻,人,8,6,0,0,840.75
EDGE-02764,偓,屋,亻,人,8,6,0,0,836.625
EDGE-03717,碏,昔,石,石,8,6,0,0,811.625
EDGE-00849,佺,全,亻,人,8,6,0,0,801.75
EDGE-02794,倢,疌,亻,人,8,6,0,0,794.25
EDGE-04146,絿,求,糸,糸,8,6,0,0,790.125
EDGE-05231,蕭,肅,艹,艸,8,6,0,0,789.0
EDGE-01510,鉆,占,釒,金,8,6,0,0,787.375
EDGE-03741,槾,曼,木,木,8,6,0,0,781.375
EDGE-00741,脘,完,肉,肉,8,6,0,0,780.75
EDGE-05539,儺,難,亻,人,8,6,0,0,775.875
EDGE-04350,肴,爻,肉,肉,8,6,0,0,773.5
EDGE-05887,蕃,番,艹,艸,8,6,0,0,761.875
EDGE-03610,澶,亶,氵,水,8,6,0,0,759.875
EDGE-00426,穧,齊,禾,禾,8,6,0,0,753.75
EDGE-01303,靮,勺,革,革,8,6,0,0,750.375
EDGE-02800,箑,疌,竹,竹,8,6,0,0,750.0
EDGE-04258,儦,麃,亻,人,8,6,0,0,743.375
EDGE-04420,靨,厭,面,面,8,6,0,0,715.75
EDGE-03209,犯,𢎘,犭,犬,8,6,0,0,715.625
EDGE-02382,誃,多,言,言,8,6,0,0,704.375
EDGE-01593,鞃,弘,革,革,8,6,0,0,698.75
EDGE-02073,樿,單,木,木,8,6,0,0,698.75
EDGE-03218,咈,弗,口,口,8,6,0,0,677.75
EDGE-01322,趜,匊,走,走,8,6,0,0,661.125
EDGE-00047,秠,丕,禾,禾,8,6,0,0,639.125
EDGE-05917,薶,貍,艹,艸,8,6,0,0,638.5
EDGE-00739,睆,完,目,目,8,6,0,0,637.5
EDGE-01332,煇,軍,火,火,8,6,0,0,635.625
EDGE-05091,檥,義,木,木,8,6,0,0,627.75
EDGE-01534,銚,兆,釒,金,8,6,0,0,620.875
EDGE-05511,矇,蒙,目,目,8,6,0,0,614.5
EDGE-01289,旳,勺,日,日,8,6,0,0,610.625
EDGE-04846,嫛,殹,女,女,8,6,0,0,602.0
EDGE-01053,抌,冘,扌,手,8,6,0,0,594.625
EDGE-00384,妘,云,女,女,8,6,0,0,593.5
EDGE-02523,揠,匽,扌,手,8,6,0,0,582.25
EDGE-04431,鉉,玄,釒,金,8,6,0,0,575.875
EDGE-01271,欨,句,欠,欠,8,6,0,0,575.5
EDGE-00868,毹,兪,毛,毛,8,6,0,0,574.25
EDGE-05595,韣,蜀,韋,韋,8,6,0,0,573.25
EDGE-02749,厖,尨,厂,厂,8,6,0,0,568.875
EDGE-00109,鉏,且,釒,金,8,6,0,0,565.75
EDGE-00829,藹,謁,艹,艸,8,6,0,0,563.375
EDGE-02087,籌,壽,竹,竹,8,6,0,0,561.75
EDGE-05466,諾,若,言,言,8,6,0,0,561.125
EDGE-04233,憭,尞,忄,心,8,6,0,0,558.125
EDGE-02166,鑴,巂,釒,金,8,6,0,0,557.75
EDGE-00736,梡,完,木,木,8,6,0,0,553.625
EDGE-04253,嬿,燕,女,女,8,6,0,0,548.5
EDGE-01406,婥,卓,女,女,8,6,0,0,539.25
EDGE-02083,觶,單,角,角,8,6,0,0,537.0
EDGE-03921,腜,某,肉,肉,8,6,0,0,537.0
EDGE-01629,訧,尤,言,言,8,6,0,0,533.75
EDGE-04587,俜,甹,亻,人,8,6,0,0,530.625
EDGE-03920,禖,某,礻,示,8,6,0,0,526.875
EDGE-03907,媟,枼,女,女,8,6,0,0,522.875
EDGE-01467,椑,卑,木,木,8,6,0,0,520.375
EDGE-05462,暱,匿,日,日,8,6,0,0,511.125
EDGE-06106,熇,高,火,火,8,6,0,0,511.0
EDGE-03598,簇,族,竹,竹,8,6,0,0,509.625
EDGE-06113,嚆,蒿,口,口,8,6,0,0,505.0
EDGE-04995,湆,音,氵,水,8,6,0,0,499.375
EDGE-01699,餟,叕,飠,食,8,6,0,0,496.125
EDGE-04813,楘,敄,木,木,8,6,0,0,492.375
EDGE-06205,鑰,龠,釒,金,8,6,0,0,490.125
EDGE-01348,吪,化,口,口,8,6,0,0,486.0
EDGE-04916,摛,离,扌,手,8,6,0,0,475.875
EDGE-05308,挃,至,扌,手,8,6,0,0,474.75
EDGE-02246,詿,圭,言,言,8,6,0,0,474.375
EDGE-02844,諤,咢,言,言,8,6,0,0,474.125
EDGE-02023,禂,周,礻,示,8,6,0,0,467.0
EDGE-05098,轙,義,車,車,8,6,0,0,464.125
EDGE-02632,賨,宗,貝,貝,8,6,0,0,462.75
EDGE-02235,烓,圭,火,火,8,6,0,0,450.625
EDGE-03064,弊,敝,廾,廾,8,6,0,0,446.0
EDGE-05845,蠁,鄉,虫,虫,8,6,0,0,444.375
EDGE-05477,濮,僕,氵,水,8,6,0,0,443.125
EDGE-02410,衭,夫,衤,衣,8,6,0,0,439.625
EDGE-02195,桯,呈,木,木,8,6,0,0,437.75
EDGE-02935,秬,巨,禾,禾,8,6,0,0,436.125
EDGE-02006,莒,呂,艹,艸,8,6,0,0,430.375
EDGE-01516,咷,兆,口,口,8,6,0,0,429.875
EDGE-03746,蔓,曼,艹,艸,8,6,0,0,428.25
EDGE-03631,恂,旬,忄,心,8,6,0,0,427.125
EDGE-01017,薖,過,艹,艸,8,6,0,0,426.875
EDGE-05807,脣,辰,肉,肉,16,6,0,0,426.875
EDGE-01803,欹,奇,欠,欠,8,6,0,0,420.5
EDGE-04332,苻,付,艹,艸,8,6,0,0,419.0
EDGE-00699,鶬,倉,鳥,鳥,8,6,0,0,418.5
EDGE-00993,詗,冋,言,言,8,6,0,0,411.125
EDGE-02982,焌,夋,火,火,8,6,0,0,410.25
EDGE-04071,劖,毚,刂,刀,8,6,0,0,407.0
EDGE-01710,趣,取,走,走,8,6,0,0,404.375
EDGE-00506,槮,參,木,木,8,6,0,0,398.125
EDGE-05728,嚶,嬰,口,口,16,6,0,0,397.0625
EDGE-02505,砮,奴,石,石,8,6,0,0,396.625
EDGE-01032,斠,冓,斗,斗,8,6,0,0,384.75
EDGE-02471,徯,奚,彳,彳,8,6,0,0,383.375
EDGE-04241,鷯,尞,鳥,鳥,8,6,0,0,382.875
EDGE-02065,墠,單,土,土,8,6,0,0,382.75
EDGE-02276,磽,堯,石,石,8,6,0,0,382.125
EDGE-04849,醫,殹,酉,酉,8,6,0,0,380.75
EDGE-03074,倞,京,亻,人,8,6,0,0,379.375
EDGE-01183,芬,分,艹,艸,8,6,0,0,379.25
EDGE-03562,髣,方,髟,髟,16,6,0,0,375.4375
EDGE-02377,栘,多,木,木,8,6,0,0,369.5
EDGE-00206,碚,咅,石,石,8,6,0,0,369.25
EDGE-00742,莞,完,艹,艸,8,6,0,0,359.375
EDGE-00555,紟,今,糸,糸,8,6,0,0,359.125
EDGE-00664,棆,侖,木,木,8,6,0,0,357.5
EDGE-00603,秕,比,禾,禾,8,6,0,0,355.25
EDGE-03549,昉,方,日,日,16,6,0,0,353.0625
EDGE-02110,穡,嗇,禾,禾,8,6,0,0,349.125
EDGE-01680,吷,夬,口,口,8,6,0,0,336.875
EDGE-02652,螾,寅,虫,虫,8,6,0,0,336.875
EDGE-02218,刲,圭,刂,刀,8,6,0,0,336.125
EDGE-01597,鴾,牟,鳥,鳥,8,6,0,0,332.625
EDGE-05826,鏦,從,釒,金,8,6,0,0,330.625
EDGE-01808,觭,奇,角,角,8,6,0,0,329.75
EDGE-03661,閽,昏,門,門,8,6,0,1,329.625
EDGE-03729,稂,良,禾,禾,8,6,0,0,325.375
EDGE-04627,薑,畺,艹,艸,8,6,0,0,318.125
EDGE-01907,跲,合,𧾷,足,8,6,0,0,317.25
EDGE-01691,棳,叕,木,木,8,6,0,0,316.875
EDGE-01709,諏,取,言,言,8,6,0,0,314.0
EDGE-02334,曀,壹,日,日,8,6,0,0,314.0
EDGE-03707,諟,是,言,言,8,6,0,0,308.625
EDGE-01755,岵,古,山,山,8,6,0,0,304.0
EDGE-01466,捭,卑,扌,手,8,6,0,0,300.0
EDGE-02535,椄,妾,木,木,8,6,0,0,297.875
EDGE-03073,鷩,敝,鳥,鳥,8,6,0,0,296.75
EDGE-00801,汭,內,氵,水,8,6,0,0,289.125
EDGE-03353,莪,我,艹,艸,8,6,0,0,288.5
EDGE-02805,杶,屯,木,木,8,6,0,0,284.375
EDGE-03874,穜,童,禾,禾,8,6,0,0,281.5
EDGE-00812,暍,曷,日,日,8,6,0,0,281.0
EDGE-00225,玅,少,玄,玄,8,6,0,0,271.75
EDGE-04753,縕,𥁕,糸,糸,8,6,0,0,270.625
EDGE-04603,楅,畐,木,木,8,6,0,0,266.25
EDGE-01794,剞,奇,刂,刀,8,6,0,0,266.0
EDGE-03818,咮,朱,口,口,8,6,0,0,264.875
EDGE-04901,齲,禹,齒,齒,8,6,0,0,260.25
EDGE-00023,玎,丁,王,玉,8,6,0,0,259.25
EDGE-05852,楢,酋,木,木,8,6,0,0,258.5
EDGE-04940,緌,委,糸,糸,8,6,0,0,257.5
EDGE-02733,俶,叔,亻,人,8,6,0,0,253.125
EDGE-04755,膃,𥁕,肉,肉,8,6,0,0,251.25
EDGE-03124,釬,干,釒,金,8,6,0,0,250.875
EDGE-00963,穟,遂,禾,禾,8,6,0,0,247.625
EDGE-01263,佝,句,亻,人,16,6,0,0,247.375
EDGE-05843,薌,鄉,艹,艸,8,6,0,0,243.75
EDGE-01705,緅,取,糸,糸,8,6,0,0,243.125
EDGE-00007,翽,歲,羽,羽,8,6,0,0,242.5
EDGE-02531,桵,妥,木,木,8,6,0,0,240.875
EDGE-03946,籣,闌,竹,竹,8,6,0,0,240.75
EDGE-01012,緺,咼,糸,糸,8,6,0,0,239.875
EDGE-03772,噲,會,口,口,8,6,0,0,238.0
EDGE-04346,絺,希,糸,糸,8,6,0,0,230.625
EDGE-01095,掤,朋,扌,手,8,6,0,0,229.75
EDGE-03120,豻,干,豸,豸,8,6,0,0,229.625
EDGE-05152,蝡,耎,虫,虫,8,6,0,0,229.125
EDGE-02910,椌,空,木,木,8,6,0,0,227.25
EDGE-00020,咑,打,口,口,8,6,0,0,224.0
EDGE-01751,腒,居,肉,肉,8,6,0,0,223.75
EDGE-01474,箄,卑,竹,竹,8,6,0,0,222.5
EDGE-05375,璵,與,王,玉,8,6,0,0,220.0
EDGE-03395,櫼,韱,木,木,8,6,0,0,216.25
EDGE-01209,哿,加,可,可,8,6,0,0,212.375
EDGE-04330,祔,付,礻,示,8,6,0,0,212.375
EDGE-05978,濰,維,氵,水,8,6,0,0,206.875
EDGE-02549,漊,婁,氵,水,8,6,0,0,206.625
EDGE-03701,湜,是,氵,水,8,6,0,0,206.625
EDGE-04699,湝,皆,氵,水,8,6,0,0,206.375
EDGE-03433,眣,失,目,目,8,6,0,0,202.125
EDGE-05328,淊,臽,氵,水,8,6,0,0,199.5
EDGE-01863,雚,吅,萑,萑,8,6,0,0,197.5
EDGE-05987,搉,隺,扌,手,8,6,0,0,195.375
EDGE-02449,梜,夾,木,木,8,6,0,0,188.875
EDGE-03863,湩,重,氵,水,8,6,0,0,184.125
EDGE-00235,梴,延,木,木,8,6,0,0,184.0
EDGE-03781,薈,會,艹,艸,8,6,0,0,181.25
EDGE-03323,檍,意,木,木,8,6,0,0,176.125
EDGE-03897,稞,果,禾,禾,16,6,0,0,175.75
EDGE-04738,縊,益,糸,糸,8,6,0,0,175.0
EDGE-05561,蘆,盧,艹,艸,8,6,0,0,174.75
EDGE-04095,祇,氏,礻,示,16,6,0,0,174.5625
EDGE-05861,鰌,酋,魚,魚,8,6,0,0,173.75
EDGE-02370,眢,夗,目,目,8,6,0,0,162.125
EDGE-01428,甌,區,瓦,瓦,16,6,0,0,162.0625
EDGE-05880,璠,番,王,玉,8,6,0,0,161.625
EDGE-00818,猲,曷,犭,犬,8,6,0,0,160.625
EDGE-04982,鸑,獄,鳥,鳥,8,6,0,0,159.125
EDGE-01669,眅,反,目,目,8,6,0,0,153.875
EDGE-01384,觜,此,角,角,8,6,0,0,153.625
EDGE-05083,釋,睪,釆,釆,8,6,0,0,148.625
EDGE-02409,蚨,夫,虫,虫,8,6,0,0,148.125
EDGE-02142,柶,四,木,木,8,6,0,0,145.375
EDGE-03451,屐,支,履,履,16,6,0,0,144.4375
EDGE-00958,鵒,谷,鳥,鳥,8,6,0,0,141.75
EDGE-02053,顑,咸,頁,頁,8,6,0,0,141.25
EDGE-02173,驄,悤,馬,馬,8,6,0,0,140.625
EDGE-02641,菅,官,艹,艸,8,6,0,0,138.0
EDGE-04440,箛,孤,竹,竹,8,6,0,0,137.125
EDGE-03679,璗,湯,玉,玉,8,6,0,0,133.0
EDGE-03637,橁,筍,木,木,8,6,0,0,131.0
EDGE-04798,鬒,眞,髟,髟,8,6,0,0,129.5
EDGE-00991,炯,冋,火,火,8,6,0,0,128.625
EDGE-00205,瓿,咅,瓦,瓦,8,6,0,0,125.625
EDGE-03050,豝,巴,豕,豕,8,6,0,0,123.375
EDGE-02512,洳,如,氵,水,8,6,0,0,121.375
EDGE-05618,焠,卒,火,火,8,6,0,0,121.25
EDGE-01957,笥,司,竹,竹,8,6,0,0,119.875
EDGE-05463,婼,若,女,女,8,6,0,0,117.875
EDGE-01484,鵯,卑,鳥,鳥,8,6,0,0,117.25
EDGE-01147,軺,召,車,車,8,6,0,0,115.875
EDGE-03581,褚,者,衤,衣,16,6,0,0,113.625
EDGE-03446,財,才,貝,貝,8,6,0,0,110.5
EDGE-04651,糈,胥,米,米,8,6,0,0,110.0
EDGE-04948,盉,禾,皿,皿,8,6,0,0,109.75
EDGE-01141,苕,召,艹,艸,8,6,0,0,109.25
EDGE-02585,艀,孚,舟,舟,8,6,0,0,105.875
EDGE-05714,籧,遽,竹,竹,8,6,0,0,105.375
EDGE-05259,駽,肙,馬,馬,8,6,0,0,105.125
EDGE-05443,豶,賁,豕,豕,8,6,0,0,104.75
EDGE-03070,蔽,敝,艹,艸,8,6,0,0,104.125
EDGE-05780,甓,辟,瓦,瓦,8,6,0,0,104.0
EDGE-03198,杙,弋,木,木,8,6,0,0,103.125
EDGE-02269,嶢,堯,山,山,8,6,0,0,101.75
EDGE-02317,莖,巠,艹,艸,8,6,0,0,99.875
EDGE-01703,掫,取,扌,手,8,6,0,0,99.375
EDGE-02411,趺,夫,𧾷,足,8,6,0,0,99.125
EDGE-00282,涒,君,氵,水,8,6,0,0,92.75
EDGE-00238,蜑,延,虫,虫,8,6,0,0,85.75
EDGE-01391,鮆,此,魚,魚,8,6,0,0,84.5
EDGE-03597,嗾,族,口,口,8,6,0,0,81.75
EDGE-01870,瓘,雚,王,玉,8,6,0,0,77.5
EDGE-06017,獳,需,犭,犬,8,6,0,0,76.25
EDGE-02075,燀,單,火,火,8,6,0,0,76.125
EDGE-05519,蠖,蒦,虫,虫,8,6,0,0,75.75
EDGE-00686,鯈,攸,魚,魚,16,6,0,0,70.625
EDGE-01961,鱨,嘗,魚,魚,8,6,0,0,66.25
EDGE-00638,軨,令,車,車,8,6,0,0,65.0
EDGE-02624,鴳,安,鳥,鳥,8,6,0,0,63.375
EDGE-00901,滃,翁,氵,水,8,6,0,0,62.0
EDGE-00536,琀,含,王,玉,8,6,0,0,60.5
EDGE-04658,蟨,厥,虫,虫,8,6,0,0,60.375
EDGE-05201,麛,弭,鹿,鹿,8,6,0,0,55.875
EDGE-04964,溱,秦,氵,水,8,6,0,0,55.625
EDGE-03981,濼,樂,氵,水,8,6,0,0,51.625
EDGE-01641,詼,灰,言,言,16,6,0,0,51.5
EDGE-04605,葍,畐,艹,艸,8,6,0,0,47.125
EDGE-01176,氛,分,气,气,8,6,0,0,42.75
EDGE-01160,牣,刃,牜,牛,8,6,0,0,42.375
EDGE-02846,鍔,咢,釒,金,8,6,0,0,41.5
EDGE-00200,註,主,言,言,16,6,0,0,39.8125
EDGE-02099,繰,喿,糸,糸,8,6,0,0,36.0
EDGE-01477,萆,卑,艹,艸,8,6,0,0,31.5
EDGE-02960,芑,己,艹,艸,8,6,0,0,31.375
EDGE-04517,俑,甬,亻,人,16,6,0,0,31.1875
EDGE-03885,琳,林,王,玉,16,6,0,0,25.0
EDGE-05170,皚,豈,白,白,16,6,0,0,24.8125
EDGE-04066,誨,毎,言,言,16,6,0,0,24.1875
EDGE-03428,帙,失,巾,巾,16,6,0,0,22.8125
EDGE-00373,夸,亏,大,大,16,6,0,0,20.375
EDGE-00088,徂,且,彳,彳,8,6,0,0,14.625
EDGE-00283,窘,君,穴,穴,16,6,0,0,8.25
EDGE-05868,悉,釆,心,心,16,6,0,0,6.8125
EDGE-04869,雉,矢,隹,隹,16,6,0,0,6.5
EDGE-03252,瑑,彖,王,玉,8,6,0,0,6.125
EDGE-02616,鮀,它,魚,魚,8,6,0,0,5.5
EDGE-05613,崒,卒,山,山,8,6,0,0,4.75
EDGE-02159,駰,因,馬,馬,8,6,0,0,4.5
EDGE-02144,駟,四,馬,馬,8,6,0,0,0.25
EDGE-01798,掎,奇,扌,手,8,6,0,0,-0.25
EDGE-04816,蝥,敄,虫,虫,8,6,0,0,-0.25
EDGE-00964,襚,遂,衤,衣,8,6,0,0,-6.5
EDGE-00855,詮,全,言,言,16,6,0,0,-7.375
EDGE-03601,鷟,族,鳥,鳥,8,6,0,0,-7.625
EDGE-02710,哨,肖,口,口,16,6,0,0,-7.75
EDGE-03067,潎,敝,氵,水,8,6,0,0,-16.375
EDGE-00094,菹,沮,艹,艸,8,6,0,0,-17.625
EDGE-02205,珽,廷,王,玉,8,6,0,0,-20.375
EDGE-00474,駮,交,馬,馬,8,6,0,0,-28.75
EDGE-05820,樅,從,木,木,16,6,0,0,-30.125
EDGE-00244,洩,曳,氵,水,16,6,0,0,-32.0
EDGE-00464,洨,交,氵,水,8,6,0,0,-41.75
EDGE-00548,稔,念,禾,禾,16,6,0,0,-42.9375
EDGE-03264,菉,彔,艹,艸,8,6,0,0,-43.375
EDGE-03880,踵,重,𧾷,足,16,6,0,0,-43.9375
EDGE-04174,獷,廣,犭,犬,16,6,0,0,-46.6875
EDGE-04547,膊,尃,肉,肉,16,6,0,0,-50.625
EDGE-00661,倫,侖,亻,人,16,6,0,0,-54.0
EDGE-04673,珀,白,王,玉,16,6,0,0,-59.9375
EDGE-01076,飢,几,飠,食,16,6,0,0,-61.3125
EDGE-01074,禿,几,禾,禾,16,6,0,0,-66.25
EDGE-03118,衎,干,行,行,8,6,0,0,-66.75
EDGE-03262,祿,彔,礻,示,16,6,0,0,-67.9375
EDGE-01762,胡,古,肉,肉,16,6,0,0,-69.875
EDGE-05563,鑪,盧,釒,金,16,6,0,0,-83.3125
EDGE-01419,嫗,區,女,女,16,6,0,0,-83.75
EDGE-02169,璁,悤,王,玉,8,6,0,0,-92.125
EDGE-00534,吟,今,口,口,16,6,0,0,-93.125
EDGE-04784,褱,眔,衣,衣,8,6,0,0,-93.25
EDGE-02736,椒,叔,木,木,16,6,0,0,-94.0
EDGE-05391,徐,余,彳,彳,16,6,0,0,-94.625
EDGE-05305,姪,至,女,女,16,6,0,0,-97.5
EDGE-02164,觿,巂,角,角,8,6,0,0,-98.0
EDGE-00070,繽,賓,糸,糸,16,6,0,0,-101.3125
EDGE-06199,鰍,秋,魚,魚,16,6,0,0,-101.8125
EDGE-00037,考,丂,老,老,16,6,0,0,-106.5
EDGE-05552,盧,𧆣,皿,皿,16,6,0,0,-110.125
EDGE-05004,基,其,土,土,16,6,0,0,-133.75
EDGE-04100,低,氐,亻,人,16,6,0,0,-134.0625
EDGE-06084,嬌,喬,女,女,16,6,0,0,-140.1875
EDGE-02576,俘,孚,亻,人,16,6,0,0,-143.4375
EDGE-02783,悽,妻,忄,心,8,6,0,0,-145.625
EDGE-06198,鞦,秋,革,革,16,6,0,0,-151.75
EDGE-04588,娉,甹,女,女,8,6,0,0,-157.5
EDGE-03164,鷓,庶,鳥,鳥,16,6,0,0,-176.0625
EDGE-06082,喬,高,夭,夭,16,6,0,0,-176.6875
EDGE-00552,禽,今,畢,畢,16,6,0,0,-182.375
EDGE-05309,桎,至,木,木,16,6,0,0,-188.0625
EDGE-05125,繆,翏,糸,糸,16,6,0,0,-188.4375
EDGE-00056,坏,不,土,土,16,6,0,0,-189.875
EDGE-00617,祚,乍,礻,示,16,6,0,0,-190.125
EDGE-04950,蝌,科,虫,虫,16,6,0,0,-191.5
EDGE-02659,檸,寧,木,木,16,6,0,0,-191.8125
EDGE-04697,揩,皆,扌,手,16,6,0,0,-192.0625
EDGE-02360,剜,宛,刂,刀,16,6,0,0,-194.9375
EDGE-04590,聘,甹,耳,耳,8,6,0,0,-195.75
EDGE-00318,地,也,土,土,16,6,0,0,-199.5
EDGE-05981,誰,隹,言,言,16,6,0,0,-200.25
EDGE-00904,訟,公,言,言,16,6,0,0,-202.5
EDGE-03080,涼,京,氵,水,16,6,0,0,-206.25
EDGE-00572,鈐,今,釒,金,16,6,0,0,-206.6875
EDGE-03776,澮,會,氵,水,16,6,0,0,-211.1875
EDGE-00153,仲,中,亻,人,16,6,0,0,-212.25
EDGE-02720,綃,肖,糸,糸,16,6,0,0,-222.4375
EDGE-01719,暇,叚,日,日,16,6,0,0,-223.375
EDGE-00183,蓬,逢,艹,艸,8,6,0,0,-226.75
EDGE-00482,垓,亥,土,土,16,6,0,0,-233.625
EDGE-03084,黥,京,黑,黑,16,6,0,0,-235.0625
EDGE-06184,瀧,龍,氵,水,16,6,0,0,-243.125
EDGE-02987,酸,夋,酉,酉,16,6,0,0,-249.875
EDGE-00596,篦,𣬉,竹,竹,8,6,0,0,-250.125
EDGE-02227,奎,圭,大,大,16,6,0,0,-250.375
EDGE-02193,肚,土,肉,肉,16,6,0,0,-255.5625
EDGE-00379,胯,夸,肉,肉,16,6,0,0,-258.6875
EDGE-05684,鸞,䜌,鳥,鳥,16,6,0,0,-259.4375
EDGE-00191,轄,害,車,車,16,6,0,0,-259.5
EDGE-05135,戳,翟,戈,戈,16,6,0,0,-266.3125
EDGE-00188,犗,害,牜,牛,8,6,0,0,-268.5
EDGE-04736,搤,益,扌,手,8,6,0,0,-272.75
EDGE-00443,吭,亢,口,口,16,6,0,0,-273.5625
EDGE-00704,翰,倝,羽,羽,16,6,0,0,-274.875
EDGE-03266,錄,彔,釒,金,16,6,0,0,-298.125
EDGE-01877,顴,雚,頁,頁,16,6,0,0,-302.1875
EDGE-01409,棹,卓,木,木,16,6,0,0,-304.875
EDGE-00791,鯢,兒,魚,魚,8,6,0,0,-308.75
EDGE-04930,勵,厲,力,力,8,6,0,0,-327.0
EDGE-01836,烙,各,火,火,16,6,0,0,-336.0
EDGE-00099,租,且,禾,禾,16,6,0,0,-336.5625
EDGE-04597,副,畐,刂,刀,16,6,0,0,-341.625
EDGE-01933,黠,吉,黑,黑,16,6,0,0,-342.1875
EDGE-00402,圄,吾,囗,囗,8,6,0,0,-344.375
EDGE-06187,籠,龍,竹,竹,16,6,0,0,-345.8125
EDGE-02621,案,安,木,木,16,6,0,0,-346.1875
EDGE-03932,籟,賴,竹,竹,16,6,0,0,-364.125
EDGE-02157,氤,因,气,气,8,6,0,0,-371.125
EDGE-00517,珍,㐱,王,玉,16,6,0,0,-371.375
EDGE-04179,潢,黃,氵,水,16,6,0,0,-373.25
EDGE-02735,惄,叔,心,心,16,6,0,0,-374.5
EDGE-05255,絹,肙,糸,糸,16,6,0,1,-374.6875
EDGE-05935,悶,門,心,心,16,6,0,0,-376.5
EDGE-05866,襖,奧,衤,衣,16,6,0,2,-384.5625
EDGE-04606,蝠,畐,虫,虫,16,6,0,0,-388.125
EDGE-03881,鍾,重,釒,金,16,6,0,0,-391.625
EDGE-00195,主,丶,王,玉,16,6,0,0,-393.125
EDGE-01967,常,尚,巾,巾,16,6,0,0,-395.375
EDGE-01879,鸛,雚,鳥,鳥,16,6,0,0,-398.9375
EDGE-00667,綸,侖,糸,糸,16,6,0,0,-408.125
EDGE-00118,貰,世,貝,貝,8,6,0,0,-409.875
