edge_row,derived_character,p_anchor,s_component_canonical,s_independent_character,conditions,conditions_improved,top1_rescues,top1_losses,mean_rank_change
EDGE-04883,柰,示,木,木,4,3,0,0,-51.5
EDGE-01969,掌,尚,手,手,16,3,0,0,-51.6875
EDGE-05898,圈,卷,囗,囗,8,3,0,0,-53.0
EDGE-00685,跾,攸,足,足,4,3,0,0,-56.0
EDGE-00936,珙,共,王,玉,8,3,0,0,-56.125
EDGE-03947,蘭,闌,艹,艸,8,3,0,0,-62.0
EDGE-02293,爇,蓺,灬,火,8,3,0,0,-67.0
EDGE-06006,潐,焦,氵,水,4,3,0,0,-70.5
EDGE-04148,莍,求,艹,艸,4,3,0,0,-73.5
EDGE-00306,旭,九,日,日,16,3,0,0,-77.75
EDGE-04602,愊,畐,忄,心,8,3,0,0,-82.875
EDGE-03088,禘,帝,礻,示,8,3,0,0,-84.5
EDGE-03570,楮,者,木,木,8,3,0,0,-89.0
EDGE-05641,莧,見,艹,艸,8,3,0,0,-100.125
EDGE-04858,薿,疑,艹,艸,8,3,0,0,-116.375
EDGE-02413,鈇,夫,釒,金,8,3,0,0,-121.5
EDGE-00968,墜,隊,土,土,8,3,0,0,-123.125
EDGE-06057,湎,面,氵,水,4,3,0,0,-123.25
EDGE-02371,苑,夗,艹,艸,8,3,0,0,-124.75
EDGE-02399,芄,丸,艹,艸,8,3,0,0,-128.25
EDGE-02917,虹,工,虫,虫,16,3,0,0,-130.1875
EDGE-02847,顎,咢,頁,頁,8,3,0,0,-131.375
EDGE-04107,泜,氐,氵,水,8,3,0,0,-135.125
EDGE-04123,泯,民,氵,水,4,3,0,0,-136.25
EDGE-02889,擸,巤,扌,手,8,3,0,0,-136.625
EDGE-00077,莥,狃,艹,艸,4,3,0,0,-138.0
EDGE-01820,渮,苛,氵,水,8,3,0,0,-143.375
EDGE-01275,蒟,竘,艹,艸,8,3,0,0,-161.0
EDGE-05287,闑,臬,門,門,4,3,0,0,-166.25
EDGE-05107,榻,𦐇,木,木,8,3,0,0,-167.375
EDGE-03445,豺,才,豸,豸,8,3,0,0,-173.875
EDGE-06080,禡,馬,礻,示,8,3,0,0,-177.75
EDGE-02516,籹,女,米,米,8,3,0,0,-179.0
EDGE-00604,粊,比,米,米,4,3,0,0,-190.25
EDGE-02107,濇,嗇,氵,水,8,3,0,0,-197.375
EDGE-00580,玠,介,王,玉,8,3,0,0,-223.5
EDGE-02315,羥,巠,羊,羊,8,3,0,0,-226.5
EDGE-02527,鰋,匽,魚,魚,8,3,0,0,-237.125
EDGE-00854,荃,全,艹,艸,8,3,0,0,-242.375
EDGE-02728,雀,小,隹,隹,16,3,0,0,-247.5
EDGE-01211,架,加,木,木,16,3,0,0,-253.1875
EDGE-00017,誠,成,言,言,16,3,0,0,-256.0
EDGE-04669,拍,白,扌,手,16,3,0,0,-265.375
EDGE-06008,礁,焦,石,石,8,3,0,0,-271.25
EDGE-00946,蓉,容,艹,艸,8,3,0,0,-273.625
EDGE-02604,苧,宁,艹,艸,8,3,0,0,-274.125
EDGE-04818,鍪,敄,金,金,8,3,0,0,-276.75
EDGE-02304,荏,任,艹,艸,8,3,0,0,-281.875
EDGE-02817,寺,㞢,寸,寸,16,3,0,0,-284.25
EDGE-04643,楚,疋,林,林,8,3,0,0,-286.25
EDGE-04375,莊,壯,艹,艸,8,3,0,0,-287.125
EDGE-05522,雘,蒦,丹,丹,8,3,0,0,-299.25
EDGE-05121,漻,翏,氵,水,4,3,0,0,-300.0
EDGE-04947,巍,魏,山,山,16,3,0,0,-309.25
EDGE-04981,嶽,獄,山,山,16,3,0,0,-334.625
EDGE-02417,沃,夭,氵,水,16,3,0,0,-348.75
EDGE-04581,鴨,甲,鳥,鳥,16,3,0,0,-349.375
EDGE-04847,繄,殹,糸,糸,8,3,0,0,-362.625
EDGE-04812,婺,敄,女,女,8,3,0,0,-364.5
EDGE-00897,菘,松,艹,艸,8,3,0,0,-367.625
EDGE-05296,湟,皇,氵,水,8,3,0,0,-373.25
EDGE-02004,侶,呂,亻,人,8,3,0,0,-384.375
EDGE-03794,釐,𠩺,里,里,8,3,0,0,-404.125
EDGE-00322,椸,施,木,木,8,3,0,0,-404.875
EDGE-01723,葭,叚,艹,艸,8,3,0,0,-408.5
EDGE-01780,枳,只,木,木,8,3,0,0,-408.75
EDGE-05589,燭,蜀,火,火,16,3,0,0,-412.8125
EDGE-02430,英,央,艹,艸,8,3,0,0,-419.5
EDGE-03018,殆,台,歹,歹,16,3,0,0,-421.375
EDGE-00162,楔,契,木,木,16,3,0,0,-421.8125
EDGE-00655,淶,來,氵,水,8,3,0,0,-421.875
EDGE-02015,誤,吳,言,言,8,3,0,0,-421.875
EDGE-03049,芭,巴,艹,艸,8,3,0,0,-424.0
EDGE-03443,在,才,土,土,8,3,0,0,-429.5
EDGE-03011,鉛,㕣,釒,金,16,3,0,0,-435.5625
EDGE-00439,錏,亞,釒,金,8,3,0,0,-445.25
EDGE-00251,孕,乃,子,子,16,3,0,0,-445.4375
EDGE-02930,拒,巨,扌,手,16,3,0,0,-448.0
EDGE-00254,虒,𠂆,虎,虎,8,3,0,0,-449.75
EDGE-05074,蛘,羊,虫,虫,8,3,0,0,-452.5
EDGE-05973,淮,隹,氵,水,16,3,0,0,-454.5625
EDGE-05932,韔,長,韋,韋,8,3,0,0,-458.0
EDGE-04008,祉,止,礻,示,8,3,0,0,-461.875
EDGE-05654,懈,解,忄,心,8,3,0,0,-465.125
EDGE-04307,被,皮,衤,衣,16,3,0,1,-474.0625
EDGE-02095,橾,喿,木,木,8,3,0,0,-476.25
EDGE-05864,澳,奧,氵,水,16,3,0,0,-477.0625
EDGE-02534,接,妾,扌,手,8,3,0,0,-483.625
EDGE-04135,派,𠂢,氵,水,8,3,0,0,-484.125
EDGE-05574,瓛,獻,王,玉,4,3,0,0,-484.5
EDGE-03414,甂,扁,瓦,瓦,8,3,0,0,-485.0
EDGE-02336,豷,壹,豕,豕,8,3,0,0,-497.75
EDGE-05892,帣,𠔉,巾,巾,8,3,0,0,-503.25
EDGE-00128,坪,平,土,土,16,3,0,0,-517.8125
EDGE-05891,券,𠔉,刀,刀,8,3,0,0,-519.0
EDGE-04200,毯,炎,毛,毛,16,3,0,0,-519.5
EDGE-01166,份,分,亻,人,16,3,0,0,-527.5625
EDGE-04243,燻,熏,火,火,8,3,0,0,-532.125
EDGE-01586,蒝,原,艹,艸,4,3,0,0,-534.5
EDGE-05528,衊,蔑,血,血,8,3,0,0,-547.75
EDGE-00811,揭,曷,扌,手,16,3,0,0,-549.375
EDGE-01178,盆,分,皿,皿,16,3,0,0,-552.0
EDGE-01983,黨,尚,黑,黑,16,3,0,0,-555.125
EDGE-05464,惹,若,心,心,8,3,0,0,-564.125
EDGE-02613,鉈,它,釒,金,8,3,0,0,-572.875
EDGE-01584,源,原,氵,水,16,3,0,0,-575.0
EDGE-03031,颱,台,風,風,16,3,0,0,-581.75
EDGE-01018,鍋,咼,釒,金,16,3,0,0,-591.0
EDGE-04949,科,禾,斗,斗,16,3,0,0,-591.5
EDGE-01085,楓,風,木,木,16,3,0,0,-592.75
EDGE-04992,識,戠,言,言,16,3,0,0,-596.25
EDGE-04918,璃,离,王,玉,16,3,0,0,-612.375
EDGE-00717,蘞,斂,艹,艸,8,3,0,0,-613.5
EDGE-05483,蹼,菐,𧾷,足,16,3,0,0,-622.0
EDGE-05995,玃,矍,犭,犬,8,3,0,0,-623.375
EDGE-01280,苟,句,艹,艸,8,3,0,0,-624.0
EDGE-04452,柑,甘,木,木,16,3,0,0,-631.9375
EDGE-02826,蒔,時,艹,艸,8,3,0,0,-635.625
EDGE-01159,認,忍,言,言,16,3,0,0,-637.0
EDGE-04379,臟,臧,肉,肉,16,3,0,0,-638.375
EDGE-03041,爬,巴,爪,爪,16,3,0,0,-641.6875
EDGE-03205,氾,𢎘,氵,水,8,3,0,0,-643.875
EDGE-04855,嶷,疑,山,山,8,3,0,0,-644.0
EDGE-00411,衙,吾,行,行,16,3,0,0,-649.5
EDGE-00706,雗,倝,隹,隹,8,3,0,0,-654.5
EDGE-05648,埆,角,土,土,8,3,0,0,-657.0
EDGE-05971,蓷,推,艹,艸,8,3,0,0,-658.375
EDGE-04533,圃,甫,囗,囗,8,3,0,0,-663.875
EDGE-02033,鯛,周,魚,魚,16,3,0,0,-673.1875
EDGE-00351,粢,次,米,米,8,3,0,0,-674.0
EDGE-00076,峱,狃,山,山,8,3,0,0,-699.75
EDGE-03936,楝,柬,木,木,16,3,0,0,-702.3125
EDGE-00001,戌,一,戊,戊,16,3,0,0,-710.4375
EDGE-03752,僧,曾,亻,人,16,3,0,0,-712.25
EDGE-00618,窄,乍,穴,穴,16,3,0,0,-712.9375
EDGE-01850,蕗,路,艹,艸,8,3,0,0,-721.125
EDGE-01764,瑚,胡,王,玉,16,3,0,0,-727.6875
EDGE-00598,蓖,𣬉,艹,艸,8,3,0,0,-728.625
EDGE-04657,蕨,厥,艹,艸,8,3,0,0,-735.375
EDGE-03416,編,扁,糸,糸,16,3,0,0,-741.1875
EDGE-02678,鋝,寽,釒,金,8,3,0,0,-743.5
EDGE-03554,紡,方,糸,糸,16,3,0,0,-750.75
EDGE-05316,緻,致,糸,糸,16,3,0,0,-751.5
EDGE-00207,菩,咅,艹,艸,8,3,0,0,-753.25
EDGE-00428,薺,齊,艹,艸,8,3,0,0,-755.25
EDGE-03669,錫,易,釒,金,16,3,0,0,-757.0625
EDGE-03211,矧,引,矢,矢,8,3,0,0,-762.125
EDGE-01043,滿,㒼,氵,水,16,3,0,0,-765.0625
EDGE-03026,苔,台,艹,艸,8,3,0,0,-766.5
EDGE-01655,扱,及,扌,手,8,3,0,0,-766.625
EDGE-01504,站,占,立,立,16,3,0,1,-767.125
EDGE-01949,姤,后,女,女,8,3,0,0,-777.0
EDGE-00106,蛆,且,虫,虫,16,3,0,0,-811.75
EDGE-05874,幡,番,巾,巾,16,3,0,0,-828.75
EDGE-00981,蒹,兼,艹,艸,8,3,0,0,-842.875
EDGE-01096,棚,朋,木,木,16,3,0,0,-844.9375
EDGE-02319,輕,巠,車,車,16,3,0,0,-855.75
EDGE-02528,鶠,匽,鳥,鳥,4,3,0,0,-870.25
EDGE-01103,怯,去,忄,心,8,3,0,0,-879.5
EDGE-06010,譙,焦,言,言,8,3,0,0,-880.25
EDGE-00185,割,害,刂,刀,16,3,0,0,-890.75
EDGE-03258,剝,彔,刂,刀,16,3,0,0,-906.9375
EDGE-05023,萁,其,艹,艸,8,3,0,0,-907.5
EDGE-04579,胛,甲,肉,肉,16,3,0,0,-915.75
EDGE-02363,畹,宛,田,田,16,3,0,0,-921.75
EDGE-03243,嫋,弱,女,女,8,3,0,0,-936.25
EDGE-03795,味,未,口,口,16,3,0,0,-936.375
EDGE-03246,蒻,弱,艹,艸,8,3,0,0,-943.5
EDGE-02008,櫚,閭,木,木,8,3,0,0,-948.25
EDGE-01569,跪,危,𧾷,足,8,3,0,0,-954.125
EDGE-04238,膫,尞,肉,肉,8,3,0,0,-956.75
EDGE-02352,菱,夌,艹,艸,8,3,0,0,-970.375
EDGE-05592,觸,蜀,角,角,16,3,0,0,-972.5625
EDGE-04267,淨,爭,水,水,16,3,0,0,-990.875
EDGE-03718,鵲,昔,鳥,鳥,8,3,0,0,-1011.75
EDGE-02254,榖,𣪊,木,木,8,3,0,0,-1012.875
EDGE-03675,暘,昜,日,日,8,3,0,0,-1024.25
EDGE-02514,茹,如,艹,艸,8,3,0,0,-1048.25
EDGE-00754,頑,元,頁,頁,16,3,0,0,-1051.5625
EDGE-05870,蟋,悉,虫,虫,16,3,0,0,-1055.0625
EDGE-02249,鞋,圭,革,革,16,3,0,0,-1063.4375
EDGE-00034,巧,丂,工,工,16,3,0,0,-1072.75
EDGE-04644,礎,楚,石,石,8,3,0,0,-1077.375
EDGE-01285,駒,句,馬,馬,16,3,0,0,-1084.6875
EDGE-03582,觰,者,角,角,4,3,0,0,-1087.0
EDGE-03690,蝪,昜,虫,虫,4,3,0,0,-1087.5
EDGE-04737,溢,益,氵,水,8,3,0,0,-1097.75
EDGE-00407,梧,吾,木,木,16,3,0,0,-1098.9375
EDGE-04719,荳,豆,艹,艸,8,3,0,0,-1101.625
EDGE-00484,核,亥,木,木,16,3,0,0,-1128.9375
EDGE-02673,埒,寽,土,土,8,3,0,0,-1137.75
EDGE-02670,村,寸,木,木,16,3,0,0,-1162.875
EDGE-00330,馳,也,馬,馬,16,3,0,0,-1200.75
EDGE-04047,罄,殸,缶,缶,16,3,0,0,-1205.6875
EDGE-05084,鐸,睪,釒,金,8,3,0,0,-1213.375
EDGE-03864,種,重,禾,禾,16,3,0,0,-1216.5625
EDGE-00469,茭,交,艹,艸,8,3,0,0,-1222.375
EDGE-03900,裸,果,衤,衣,16,3,0,0,-1240.3125
EDGE-02415,妖,夭,女,女,16,3,0,0,-1247.75
EDGE-03922,謀,某,言,言,8,3,0,0,-1282.875
EDGE-02414,麩,夫,麥,麥,8,3,0,0,-1286.625
EDGE-03805,秣,末,禾,禾,8,3,0,0,-1287.375
EDGE-03689,腸,昜,肉,肉,16,3,0,0,-1310.375
EDGE-03914,蝶,枼,虫,虫,16,3,0,0,-1349.125
EDGE-06079,碼,馬,石,石,8,3,0,0,-1448.125
EDGE-03658,婚,昏,女,女,8,3,0,0,-1451.0
EDGE-01021,骨,冎,肉,肉,16,3,0,0,-1470.875
EDGE-04754,蘊,縕,艹,艸,8,3,0,0,-1473.375
EDGE-01253,苞,包,艹,艸,8,3,0,0,-1490.625
EDGE-02210,蜓,廷,虫,虫,16,3,0,0,-1502.625
EDGE-06154,簏,鹿,竹,竹,16,3,0,0,-1548.4375
EDGE-02158,茵,因,艹,艸,8,3,0,0,-1561.375
EDGE-02035,晷,咎,日,日,8,3,0,0,-1587.25
EDGE-01054,枕,冘,木,木,16,3,0,0,-1611.875
EDGE-03659,惛,昏,忄,心,8,3,0,0,-1612.625
EDGE-05424,盤,般,皿,皿,8,3,0,0,-1640.25
EDGE-03419,蝙,扁,虫,虫,16,3,0,0,-1842.625
EDGE-06011,醮,焦,酉,酉,8,3,0,0,-1850.375
EDGE-01951,茩,后,艹,艸,8,3,0,0,-2058.375
EDGE-02332,噎,壹,口,口,8,3,0,0,-2058.875
EDGE-04014,綻,定,糸,糸,8,2,0,0,938.125
EDGE-03276,鏏,彗,釒,金,4,2,0,0,898.5
EDGE-05576,齾,獻,齒,齒,4,2,0,0,731.25
EDGE-04707,撜,登,扌,手,4,2,0,0,620.25
EDGE-01801,檹,旖,木,木,4,2,0,0,612.5
EDGE-02509,帤,如,巾,巾,4,2,0,0,572.5
EDGE-05037,謎,迷,言,言,4,2,0,0,554.0
EDGE-01027,縎,骨,糸,糸,4,2,0,0,539.5
EDGE-03257,鶨,彖,鳥,鳥,4,2,0,0,535.25
EDGE-05490,慔,莫,忄,心,4,2,0,0,484.5
EDGE-03058,趀,𠂔,走,走,4,2,0,0,469.25
EDGE-02856,縌,逆,糸,糸,4,2,0,0,468.0
EDGE-01381,祡,此,示,示,4,2,0,0,467.0
EDGE-01335,緷,軍,糸,糸,4,2,0,0,456.75
EDGE-02258,豰,𣪊,豕,豕,4,2,0,0,455.75
EDGE-06103,毃,高,殳,殳,4,2,0,0,445.75
EDGE-00584,齘,介,齒,齒,4,2,0,0,445.5
EDGE-01445,啣,卸,口,口,4,2,0,0,423.75
EDGE-05993,彏,矍,弓,弓,4,2,0,0,392.5
EDGE-00540,梣,岑,木,木,4,2,0,0,383.25
EDGE-00321,暆,施,日,日,4,2,0,0,373.75
EDGE-02955,誋,忌,言,言,4,2,0,0,368.25
EDGE-05856,緧,酋,糸,糸,4,2,0,0,362.5
EDGE-05286,甈,臬,瓦,瓦,4,2,0,0,360.25
EDGE-02888,儠,巤,亻,人,4,2,0,0,359.5
EDGE-00122,齛,世,齒,齒,4,2,0,0,332.5
EDGE-00890,貁,穴,豸,豸,4,2,0,0,276.0
EDGE-01230,拹,劦,扌,手,4,2,0,0,230.75
EDGE-02525,褗,匽,衤,衣,4,2,0,0,208.75
EDGE-01099,輣,朋,車,車,4,2,0,0,208.5
EDGE-04298,柀,皮,木,木,4,2,0,0,203.0
EDGE-01718,徦,叚,彳,彳,4,2,0,0,163.5
EDGE-06120,翮,鬲,羽,羽,4,2,0,0,158.75
EDGE-05478,纀,僕,糸,糸,4,2,0,0,145.75
EDGE-02537,菨,妾,艹,艸,4,2,0,0,142.0
EDGE-01229,協,劦,十,十,4,2,0,0,135.75
EDGE-01775,嫴,辜,女,女,4,2,0,0,115.0
EDGE-01127,貀,出,豸,豸,4,2,0,0,114.0
EDGE-02896,仜,工,亻,人,4,2,0,0,83.75
EDGE-03670,鬄,易,髟,髟,4,2,0,0,77.0
EDGE-01343,韗,軍,韋,韋,4,2,0,0,61.5
EDGE-01150,鉊,召,釒,金,4,2,0,0,60.5
EDGE-01567,觤,危,角,角,4,2,0,0,59.75
EDGE-05407,蒢,除,艹,艸,4,2,0,0,52.0
EDGE-03047,萉,肥,艹,艸,4,2,0,0,30.75
EDGE-03826,袾,朱,衤,衣,4,2,0,0,29.5
EDGE-04545,鑮,薄,釒,金,4,2,0,0,22.0
EDGE-04942,覣,委,見,見,4,2,0,0,22.0
EDGE-05506,鬕,莫,髟,髟,4,2,0,0,22.0
EDGE-00380,荂,夸,艹,艸,4,2,0,0,17.0
EDGE-00355,薋,資,艹,艸,4,2,0,0,15.0
EDGE-04914,鰅,禺,魚,魚,4,2,0,0,15.0
EDGE-02651,蔩,寅,艹,艸,4,2,0,0,-10.25
EDGE-02951,妀,己,女,女,4,2,0,0,-10.5
EDGE-05535,蓳,堇,艹,艸,4,2,0,0,-10.5
EDGE-04063,梅,毎,木,木,16,2,0,0,-13.9375
EDGE-05143,藋,翟,艹,艸,4,2,0,0,-15.0
EDGE-03095,蔕,帶,艹,艸,4,2,0,0,-16.75
EDGE-03699,徥,是,彳,彳,4,2,0,0,-32.25
EDGE-06122,蒚,鬲,艹,艸,4,2,0,0,-39.25
EDGE-01185,衯,分,衤,衣,4,2,0,0,-40.75
EDGE-00636,苓,令,艹,艸,8,2,0,0,-52.375
EDGE-04227,熨,尉,火,火,8,2,0,0,-52.75
EDGE-05039,蘪,麋,艹,艸,4,2,0,0,-55.0
EDGE-03552,瓬,方,瓦,瓦,4,2,0,0,-56.0
EDGE-05958,蓶,唯,艹,艸,4,2,0,0,-73.0
EDGE-02190,牡,土,牛,牛,16,2,0,0,-99.3125
EDGE-04443,柧,瓜,木,木,4,2,0,0,-114.0
EDGE-01000,萺,冒,艹,艸,4,2,0,0,-121.0
EDGE-04490,綪,青,糸,糸,8,2,0,0,-129.375
EDGE-02913,腔,空,肉,肉,16,2,0,0,-139.6875
EDGE-00133,萍,泙,艹,艸,8,2,0,0,-139.75
EDGE-00570,菳,金,艹,艸,4,2,0,0,-145.0
EDGE-01324,蘜,鞠,艹,艸,4,2,0,0,-149.75
EDGE-01429,蓲,區,艹,艸,4,2,0,0,-160.25
EDGE-04459,黚,甘,黑,黑,4,2,0,0,-161.75
EDGE-02384,鉹,多,釒,金,4,2,0,0,-168.25
EDGE-03093,滯,帶,氵,水,4,2,0,0,-177.5
EDGE-04749,溫,𥁕,氵,水,16,2,0,0,-185.1875
EDGE-05557,纑,盧,糸,糸,8,2,0,0,-189.375
EDGE-02179,婟,固,女,女,4,2,0,0,-198.5
EDGE-03511,垽,沂,土,土,8,2,0,0,-217.125
EDGE-00326,貤,也,貝,貝,8,2,0,0,-224.375
EDGE-05509,檬,蒙,木,木,8,2,0,0,-225.0
EDGE-02600,佇,宁,亻,人,8,2,0,0,-250.25
EDGE-01460,袢,半,衤,衣,8,2,0,0,-265.0
EDGE-03326,優,憂,亻,人,4,2,0,0,-267.25
EDGE-01231,脅,劦,肉,肉,4,2,0,0,-268.0
EDGE-02740,菽,叔,艹,艸,8,2,0,0,-269.875
EDGE-05649,斛,角,斗,斗,8,2,0,0,-280.25
EDGE-00385,抎,云,扌,手,4,2,0,0,-305.75
EDGE-03841,簀,責,竹,竹,8,2,0,0,-306.375
EDGE-05717,鐻,豦,釒,金,8,2,0,0,-314.625
EDGE-00268,亳,乇,高,高,8,2,0,0,-331.625
EDGE-03271,胂,申,肉,肉,8,2,0,0,-338.5
EDGE-01979,鐺,當,釒,金,16,2,0,0,-357.6875
EDGE-01648,菣,臤,艹,艸,4,2,0,0,-362.25
EDGE-00220,少,丿,小,小,16,2,0,2,-370.1875
EDGE-03876,蕫,童,艹,艸,4,2,0,0,-373.75
EDGE-01661,鈒,及,釒,金,8,2,0,0,-378.625
EDGE-03116,罕,干,网,网,8,2,0,0,-381.0
EDGE-05368,稻,舀,禾,禾,16,2,0,2,-386.9375
EDGE-03700,提,是,扌,手,16,2,0,0,-407.75
EDGE-05219,葎,律,艹,艸,8,2,0,0,-414.625
EDGE-02519,葽,要,艹,艸,8,2,0,0,-416.375
EDGE-05238,徭,䍃,彳,彳,8,2,0,0,-419.625
EDGE-00737,浣,完,氵,水,16,2,0,0,-419.9375
EDGE-00242,鋋,延,釒,金,8,2,0,0,-434.0
EDGE-04390,芽,牙,艹,艸,8,2,0,0,-435.875
EDGE-00478,侅,亥,亻,人,8,2,0,0,-443.5
EDGE-04709,澄,登,氵,水,16,2,0,0,-448.3125
EDGE-04689,袙,白,衤,衣,4,2,0,0,-461.75
EDGE-00039,栲,考,木,木,8,2,0,0,-465.375
EDGE-02170,總,悤,糸,糸,8,2,0,0,-474.375
EDGE-00341,蕷,預,艹,艸,8,2,0,0,-483.375
EDGE-04389,枒,牙,木,木,16,2,0,0,-497.875
EDGE-03934,辣,剌,辛,辛,16,2,0,0,-500.375
EDGE-01894,盒,合,皿,皿,16,2,0,0,-507.0
EDGE-04594,煨,畏,火,火,8,2,0,0,-523.875
EDGE-01835,落,洛,艹,艸,8,2,0,0,-524.25
EDGE-01785,可,𠀀,口,口,16,2,0,0,-528.1875
EDGE-03486,忞,文,心,心,4,2,0,0,-529.5
EDGE-01707,驟,聚,馬,馬,8,2,0,0,-532.625
EDGE-02333,懿,壹,恣,恣,8,2,0,0,-542.875
EDGE-00363,盂,于,皿,皿,16,2,0,2,-550.5625
EDGE-01630,有,又,肉,肉,16,2,0,0,-555.875
EDGE-03117,肝,干,肉,肉,16,2,0,0,-575.3125
EDGE-05784,臂,辟,肉,肉,16,2,0,0,-581.0
EDGE-04730,頭,豆,頁,頁,16,2,0,0,-587.625
EDGE-05671,黵,詹,黑,黑,8,2,0,0,-591.375
EDGE-00740,筦,完,竹,竹,8,2,0,0,-598.0
EDGE-06143,櫓,魯,木,木,8,2,0,0,-610.125
EDGE-02931,柜,巨,木,木,8,2,0,0,-612.75
EDGE-02231,挂,圭,扌,手,8,2,0,0,-620.375
EDGE-03077,景,京,日,日,16,2,0,0,-620.6875
EDGE-00102,組,且,糸,糸,16,2,0,0,-621.1875
EDGE-05205,茸,耳,艹,艸,8,2,0,0,-633.75
EDGE-04589,梬,甹,木,木,4,2,0,0,-639.75
EDGE-01738,莕,杏,艹,艸,8,2,0,0,-651.625
EDGE-04750,薀,溫,艹,艸,8,2,0,0,-663.375
EDGE-05174,鎧,豈,釒,金,16,2,0,0,-668.75
EDGE-02146,偲,思,亻,人,8,2,0,0,-670.125
EDGE-03206,泛,乏,氵,水,16,2,0,0,-678.4375
EDGE-05667,膽,詹,肉,肉,16,2,0,0,-681.8125
EDGE-01729,霞,叚,雨,雨,16,2,0,0,-682.9375
EDGE-02424,映,央,日,日,16,2,0,0,-690.6875
EDGE-01639,灰,又,火,火,16,2,0,0,-710.25
EDGE-03600,鏃,族,釒,金,8,2,0,0,-717.125
EDGE-03399,纖,韱,糸,糸,16,2,0,0,-718.8125
EDGE-04772,緗,相,糸,糸,8,2,0,0,-745.75
EDGE-04397,鴉,牙,鳥,鳥,16,2,0,0,-764.625
EDGE-04260,犥,麃,牜,牛,4,2,0,0,-775.0
EDGE-03811,沭,朮,氵,水,8,2,0,0,-787.125
EDGE-04201,淡,炎,氵,水,16,2,0,0,-793.6875
EDGE-02255,穀,𣪊,禾,禾,16,2,0,0,-794.0
EDGE-01158,荵,忍,艹,艸,8,2,0,0,-795.125
EDGE-01763,湖,胡,氵,水,16,2,0,0,-808.625
EDGE-03808,韎,末,韋,韋,8,2,0,0,-811.875
EDGE-03025,胎,台,肉,肉,16,2,0,0,-814.4375
EDGE-02484,菴,奄,艹,艸,8,2,0,0,-818.5
EDGE-01370,泥,尼,氵,水,16,2,0,0,-837.5625
EDGE-04262,藨,麃,艹,艸,8,2,0,0,-837.875
EDGE-00051,否,不,口,口,16,2,0,0,-838.125
EDGE-01846,路,各,𧾷,足,16,2,0,0,-840.3125
EDGE-02476,蹊,奚,𧾷,足,8,2,0,0,-840.5
EDGE-02777,獧,睘,犭,犬,8,2,0,0,-844.75
EDGE-00479,刻,亥,刂,刀,16,2,0,0,-847.875
EDGE-02575,乳,孚,乙,乙,16,2,0,0,-848.5625
EDGE-05221,燼,盡,火,火,8,2,0,0,-856.875
EDGE-02771,園,袁,囗,囗,8,2,0,0,-864.125
EDGE-03943,欄,闌,木,木,16,2,0,0,-865.1875
EDGE-03083,鯨,京,魚,魚,16,2,0,0,-889.5625
EDGE-00305,尻,九,尸,尸,16,2,0,0,-895.375
EDGE-02522,堰,匽,土,土,8,2,0,0,-900.75
EDGE-03383,域,或,土,土,16,2,0,0,-907.125
EDGE-02483,腌,奄,肉,肉,8,2,0,0,-908.25
EDGE-05763,屖,辛,尸,尸,4,2,0,0,-916.25
EDGE-04698,楷,皆,木,木,16,2,0,0,-918.125
EDGE-05652,确,角,石,石,8,2,0,0,-925.875
EDGE-04917,漓,离,氵,水,16,2,0,0,-930.1875
EDGE-02763,淀,定,氵,水,8,2,0,0,-930.375
EDGE-03295,蜜,宓,虫,虫,16,2,0,0,-931.25
EDGE-04977,鴗,立,鳥,鳥,8,2,0,0,-951.0
EDGE-05330,燄,臽,炎,炎,16,2,0,1,-951.8125
EDGE-00284,莙,君,艹,艸,8,2,0,0,-952.75
EDGE-05894,觠,𠔉,角,角,4,2,0,0,-965.25
EDGE-05744,鑽,贊,釒,金,8,2,0,0,-980.125
EDGE-05126,膠,翏,肉,肉,16,2,0,0,-984.6875
EDGE-03918,媒,某,女,女,8,2,0,0,-988.125
EDGE-02143,泗,四,氵,水,8,2,0,0,-990.125
EDGE-03958,塺,麻,土,土,4,2,0,0,-991.0
EDGE-00448,炕,亢,火,火,16,2,0,0,-1023.625
EDGE-06158,灑,麗,氵,水,8,2,0,0,-1041.25
EDGE-01659,芨,及,艹,艸,8,2,0,0,-1051.0
EDGE-03263,綠,彔,糸,糸,16,2,0,0,-1055.375
EDGE-04595,猥,畏,犭,犬,8,2,0,0,-1063.0
EDGE-04832,茅,矛,艹,艸,8,2,0,0,-1063.375
EDGE-03985,藥,樂,艹,艸,8,2,0,0,-1075.125
EDGE-02406,扶,夫,扌,手,8,2,0,0,-1088.375
EDGE-03908,屧,枼,履,履,8,2,0,0,-1091.5
EDGE-03388,蜮,或,虫,虫,8,2,0,0,-1094.625
EDGE-05882,磻,番,石,石,8,2,0,0,-1115.625
EDGE-05354,腴,臾,肉,肉,8,2,0,0,-1119.125
EDGE-01180,粉,分,米,米,16,2,0,0,-1132.25
EDGE-05204,珥,耳,王,玉,16,2,0,0,-1135.4375
EDGE-03507,蜥,析,虫,虫,16,2,0,0,-1136.75
EDGE-03057,笫,𠂔,竹,竹,4,2,0,0,-1153.0
EDGE-02966,祀,巳,礻,示,8,2,0,0,-1161.75
EDGE-02901,杠,工,木,木,8,2,0,0,-1190.0
EDGE-00323,葹,施,艹,艸,8,2,0,0,-1199.25
EDGE-02245,觟,圭,角,角,4,2,0,0,-1204.5
